p.value	estimate	method	df.df	taxonomy	index	qval
0.0584623406762029	-0.491056352236882	Welch Two Sample t-test	2.78561852398927	Homo sapiens	2652	0.110377088592409
0.0584775455233182	1.05962533358671	Welch Two Sample t-test	2.86857655617372	Escherichia coli (strain K12)	2653	0.110377088592409
0.0584828894238877	1.60619458444267	Welch Two Sample t-test	2.04069062136308	Escherichia coli (strain K12)	2654	0.110377088592409
0.0585635438648281	1.04597398811078	Welch Two Sample t-test	2.25258430374835	Escherichia coli (strain K12)	2655	0.110487680308446
0.0585864154412156	-0.702684236085294	Welch Two Sample t-test	3.8788301024788	Homo sapiens	2656	0.11048921496425
0.0586239334179459	-0.359115818997575	Welch Two Sample t-test	2.72194097291995	Homo sapiens	2657	0.110518359988894
0.0587280838007022	-1.0186516745447	Welch Two Sample t-test	2.56040792046261	Homo sapiens	2658	0.110673051827584
0.0590408971543452	0.40555506706244	Welch Two Sample t-test	3.9033659054953	Homo sapiens	2659	0.111220704718358
0.05923224435206	-1.69683780985565	Welch Two Sample t-test	2.26984012270467	Homo sapiens	2660	0.111517575294069
0.0592430161424473	-0.587046018262118	Welch Two Sample t-test	2.39795567704946	Homo sapiens	2661	0.111517575294069
0.0592716708210995	-0.637425869099785	Welch Two Sample t-test	2.19603604816341	Homo sapiens	2662	0.111529601481175
0.0593921202671887	-0.684132176063125	Welch Two Sample t-test	2.03338664238783	Homo sapiens	2663	0.111714281043315
0.0595928472900848	-0.683141281534676	Welch Two Sample t-test	2.22613424479218	Homo sapiens	2664	0.112049764292806
0.0596816959097165	-0.664469651170911	Welch Two Sample t-test	3.96749393400993	Homo sapiens	2665	0.112174714751133
0.0597233467908098	-0.427470423582369	Welch Two Sample t-test	2.12186828855145	Homo sapiens	2666	0.112207206133416
0.0597437849386746	1.19501898100478	Welch Two Sample t-test	2.04012979268134	Escherichia coli (strain K12)	2667	0.112207206133416
0.0598011406232617	0.952032946560205	Welch Two Sample t-test	2.024900931244	Escherichia coli (strain K12)	2668	0.112272831102668
0.0599589519335166	-0.537584745771605	Welch Two Sample t-test	3.53560612632485	Homo sapiens	2669	0.112409717869563
0.059962571539861	-1.57613437516986	Welch Two Sample t-test	3.93831252995817	Homo sapiens	2670	0.112409717869563
0.0599679406807223	-0.612252105123554	Welch Two Sample t-test	2.25105460576039	Homo sapiens	2671	0.112409717869563
0.0599688563427537	-0.313275276707777	Welch Two Sample t-test	2.93126392601931	Homo sapiens	2672	0.112409717869563
0.0599862599052391	-0.684343285332312	Welch Two Sample t-test	2.75532211048032	Homo sapiens	2673	0.112409717869563
0.0600221795155986	-0.467812175778463	Welch Two Sample t-test	2.63480294983657	Homo sapiens	2674	0.112418366436518
0.0600357616725267	-0.453928517265889	Welch Two Sample t-test	3.91528047967482	Homo sapiens	2675	0.112418366436518
0.060093782965718	-0.735641067137877	Welch Two Sample t-test	2.58110347592406	Homo sapiens	2676	0.112484962210494
0.0601597487278387	-0.407697817795969	Welch Two Sample t-test	2.54601673657587	Homo sapiens	2677	0.112566373320039
0.0602021569547361	0.994012019154241	Welch Two Sample t-test	2.07390563137337	Escherichia coli (strain K12)	2678	0.11259833522865
0.060224163410169	-0.450222384682773	Welch Two Sample t-test	2.54633866695552	Homo sapiens	2679	0.11259833522865
0.0602442680001562	-0.530243754780932	Welch Two Sample t-test	3.21260048732519	Homo sapiens	2680	0.11259833522865
0.060338337906655	-0.439941653899859	Welch Two Sample t-test	3.96840353516046	Homo sapiens	2681	0.112718500370628
0.0603535671778844	1.47824640398904	Welch Two Sample t-test	2.0871474492387	Homo sapiens	2682	0.112718500370628
0.0604722670557556	0.663842176243044	Welch Two Sample t-test	3.01947108391727	Escherichia coli (strain K12)	2683	0.112855990108292
0.0604840126135149	-0.426507847118962	Welch Two Sample t-test	2.09653636980325	Homo sapiens	2684	0.112855990108292
0.060502446046161	-0.796178353694741	Welch Two Sample t-test	2.50196107727386	Homo sapiens	2685	0.112855990108292
0.0605325271830562	1.17570170651617	Welch Two Sample t-test	2.96610040737403	Escherichia coli (strain K12)	2686	0.112855990108292
0.0605577718488192	-0.538935814053677	Welch Two Sample t-test	3.98731853656175	Homo sapiens	2687	0.112855990108292
0.0605623680197823	-0.3165086687306	Welch Two Sample t-test	2.91199074403972	Homo sapiens	2688	0.112855990108292
0.0606685231197405	1.1192552557627	Welch Two Sample t-test	3.66220692987237	Escherichia coli (strain K12)	2689	0.113011763594935
0.0608835236904556	0.799838575380075	Welch Two Sample t-test	2.14938951593573	Escherichia coli (strain K12)	2690	0.113354871719134
0.0608979756031521	-0.703091164387014	Welch Two Sample t-test	2.85110093466375	Homo sapiens	2691	0.113354871719134
0.0609751542942479	-1.54754939597638	Welch Two Sample t-test	3.96732598536524	Homo sapiens	2692	0.113412478094004
0.0609753671896007	-0.461292727729682	Welch Two Sample t-test	3.96161806519177	Homo sapiens	2693	0.113412478094004
0.0610013289098067	0.394454402173915	Welch Two Sample t-test	2.66540644474905	Homo sapiens	2694	0.113412478094004
0.0610194906095711	-0.530467245628657	Welch Two Sample t-test	2.05219909798629	Homo sapiens	2695	0.113412478094004
0.0610427916542335	-0.716552786603486	Welch Two Sample t-test	2.82169967461974	Homo sapiens	2696	0.11341370304008
0.0611199824465978	1.39056456714811	Welch Two Sample t-test	2.23869135880328	Escherichia coli (strain K12)	2697	0.113515013746759
0.0612996927698062	1.29476299796067	Welch Two Sample t-test	2.0949637648833	Escherichia coli (strain K12)	2698	0.113717428891878
0.0613091950590116	-0.86481539084518	Welch Two Sample t-test	3.99785771657313	Homo sapiens	2699	0.113717428891878
0.0613353288324656	-0.627391630095689	Welch Two Sample t-test	3.79425398005813	Homo sapiens	2700	0.113717428891878
0.0613483039313305	1.3216676159698	Welch Two Sample t-test	2.20905226184662	Escherichia coli (strain K12)	2701	0.113717428891878
0.0613739095125651	-0.484519247523943	Welch Two Sample t-test	2.47580527764628	Homo sapiens	2702	0.113717428891878
0.0613841676293606	-0.40112987959272	Welch Two Sample t-test	3.02360564956605	Homo sapiens	2703	0.113717428891878
0.0614092884918047	0.560947686183452	Welch Two Sample t-test	2.39457572724775	Escherichia coli (strain K12)	2704	0.113717428891878
0.0614105899685625	-0.553585177444205	Welch Two Sample t-test	3.93531625558125	Homo sapiens	2705	0.113717428891878
0.0614693508071776	1.07724241608201	Welch Two Sample t-test	2.23005688320495	Escherichia coli (strain K12)	2706	0.113784175237677
0.0615252619328173	0.891175392640953	Welch Two Sample t-test	2.47273145631912	Escherichia coli (strain K12)	2707	0.113845599195228
0.0616637302009596	-0.323482578140148	Welch Two Sample t-test	2.9945734210699	Homo sapiens	2708	0.114059684112484
0.0617338391043033	-0.926172147645501	Welch Two Sample t-test	2.21046078972561	Homo sapiens	2709	0.11414721302084
0.061925537722456	-0.527395233189466	Welch Two Sample t-test	3.98045820786479	Homo sapiens	2710	0.114459416402872
0.0621610987375883	1.48451642775557	Welch Two Sample t-test	2.13951133710002	Escherichia coli (strain K12)	2711	0.114852432156614
0.0624406998766089	-0.437132711147993	Welch Two Sample t-test	2.75977694704767	Homo sapiens	2712	0.115290970809459
0.0624627304690592	-0.33793221781115	Welch Two Sample t-test	2.36819593178971	Homo sapiens	2713	0.115290970809459
0.0624674974599466	1.11444797071802	Welch Two Sample t-test	2.08463374024333	Escherichia coli (strain K12)	2714	0.115290970809459
0.0625034446225747	1.84044116426176	Welch Two Sample t-test	2.30729943848748	Escherichia coli (strain K12)	2715	0.115314826561502
0.0626413452441897	-0.589379199625641	Welch Two Sample t-test	2.44797993876277	Homo sapiens	2716	0.115469400479448
0.0626465716098408	-0.539293590931723	Welch Two Sample t-test	2.98780892775427	Homo sapiens	2717	0.115469400479448
0.0626563846083331	-0.520570678910257	Welch Two Sample t-test	2.17631233738142	Homo sapiens	2718	0.115469400479448
0.062689422880371	-0.272259689441574	Welch Two Sample t-test	3.47279003275272	Homo sapiens	2719	0.11548779669282
0.0627692441563368	-0.638456164333713	Welch Two Sample t-test	3.58268731202301	Homo sapiens	2720	0.115592332345254
0.0628309716658226	-0.444502468222094	Welch Two Sample t-test	2.45880945407705	Homo sapiens	2721	0.115640468313573
0.0628415561488411	-0.442809130406883	Welch Two Sample t-test	2.21824828789495	Homo sapiens	2722	0.115640468313573
0.0629338706781947	-0.596884660739936	Welch Two Sample t-test	3.29751220214955	Homo sapiens	2723	0.115767814258934
0.0629900644342495	-0.756406766909256	Welch Two Sample t-test	3.19381136978604	Homo sapiens	2724	0.115828646384418
0.0630478171626063	-0.779423975339214	Welch Two Sample t-test	3.04903280907718	Homo sapiens	2725	0.115892299511007
0.0631012850617149	-0.611477357642665	Welch Two Sample t-test	3.27002045290017	Homo sapiens	2726	0.115948032602395
0.0631943795338347	-1.05873197988534	Welch Two Sample t-test	2.15691950246965	Homo sapiens	2727	0.116076511582317
0.0633258196883192	-0.367642660670718	Welch Two Sample t-test	2.12818130091838	Homo sapiens	2728	0.116275304552343
0.0633803765083485	-0.815103622949551	Welch Two Sample t-test	2.00903290652895	Homo sapiens	2729	0.116312373224264
0.0633924493715792	-0.566512125517642	Welch Two Sample t-test	2.5677942460968	Homo sapiens	2730	0.116312373224264
0.0635402128391709	-2.10102514439809	Welch Two Sample t-test	2.15694200446071	Homo sapiens	2731	0.116540800480193
0.0635905512238802	-0.451585125990459	Welch Two Sample t-test	2.66829019792318	Homo sapiens	2732	0.116590435973798
0.0636310696063241	-0.545995453747031	Welch Two Sample t-test	2.92791442323632	Homo sapiens	2733	0.116599538268006
0.0636420717957133	-0.590077021343144	Welch Two Sample t-test	3.6517321093027	Homo sapiens	2734	0.116599538268006
0.0637507525355595	1.53606253198054	Welch Two Sample t-test	2.04269019976887	Escherichia coli (strain K12)	2735	0.116755948610829
0.0638566508574265	-0.409139389567419	Welch Two Sample t-test	2.0892088788417	Homo sapiens	2736	0.116907150637737
0.0639271645997075	-0.525505811570999	Welch Two Sample t-test	3.66634695034942	Homo sapiens	2737	0.116979940534177
0.0639431178244315	-0.449072701133633	Welch Two Sample t-test	2.01059630653255	Homo sapiens	2738	0.116979940534177
0.0640246174955474	-0.681472383703688	Welch Two Sample t-test	2.8817959075546	Homo sapiens	2739	0.117027137189441
0.064027398051785	-0.386959820634921	Welch Two Sample t-test	2.88436569397285	Homo sapiens	2740	0.117027137189441
0.0640390063957394	1.02548502837056	Welch Two Sample t-test	2.04857581479958	Escherichia coli (strain K12)	2741	0.117027137189441
0.0640952590671539	-0.633393013397203	Welch Two Sample t-test	3.99785862290676	Homo sapiens	2742	0.117043949455793
0.0641155135981029	-0.86897730391065	Welch Two Sample t-test	2.15911028755714	Homo sapiens	2743	0.117043949455793
0.0641183065096221	3.65504304260998	Welch Two Sample t-test	2.00256792338226	Escherichia coli (strain K12)	2744	0.117043949455793
0.0642110651887217	0.627637475356085	Welch Two Sample t-test	2.44591051290002	Homo sapiens	2745	0.117170573963682
0.0643741966887374	-0.658865873984041	Welch Two Sample t-test	2.48030946738708	Homo sapiens	2746	0.117425473857934
0.0646100748880781	-0.485626478493507	Welch Two Sample t-test	3.77254527392325	Homo sapiens	2747	0.117773934318654
0.0646122522474868	-0.356389902513214	Welch Two Sample t-test	3.9672514052116	Homo sapiens	2748	0.117773934318654
0.0646840632880361	1.66184443887781	Welch Two Sample t-test	2.10846428323316	Escherichia coli (strain K12)	2749	0.117846053953827
0.064698871705535	1.47665368619372	Welch Two Sample t-test	2.186944793001	Escherichia coli (strain K12)	2750	0.117846053953827
0.0648078181821485	-1.45682240679472	Welch Two Sample t-test	3.98237147203937	Homo sapiens	2751	0.118001585341469
0.0650393326164741	-0.527016205802674	Welch Two Sample t-test	3.40848825515591	Homo sapiens	2752	0.118380093414215
0.0651686500460942	-0.681382435613988	Welch Two Sample t-test	3.34341154996142	Homo sapiens	2753	0.11855976772006
0.0651937270651749	-0.455335419322181	Welch Two Sample t-test	2.86665043599264	Homo sapiens	2754	0.11855976772006
0.0652090557134689	-0.543545461198115	Welch Two Sample t-test	2.1765416692305	Homo sapiens	2755	0.11855976772006
0.0653459315356616	-0.819267183344377	Welch Two Sample t-test	2.84003506990733	Homo sapiens	2756	0.118765519253312
0.0653720051384978	-1.44909434684329	Welch Two Sample t-test	3.65885098795742	Escherichia coli (strain K12)	2757	0.118769812745279
0.0654134462804251	-0.853137196921159	Welch Two Sample t-test	3.94297151816217	Homo sapiens	2758	0.118788705546997
0.0654298340195977	-0.43861342484187	Welch Two Sample t-test	2.05927106038453	Homo sapiens	2759	0.118788705546997
0.065460824745912	-0.73167138280734	Welch Two Sample t-test	2.01745238995443	Homo sapiens	2760	0.11880190983778
0.065529910929966	-0.675722839992665	Welch Two Sample t-test	3.91864987729743	Homo sapiens	2761	0.11884876140231
0.0655355973081821	1.25124927701828	Welch Two Sample t-test	2.01334712908645	Escherichia coli (strain K12)	2762	0.11884876140231
0.0655578214722667	1.24906114814579	Welch Two Sample t-test	2.30578080633101	Escherichia coli (strain K12)	2763	0.11884876140231
0.0657317831437852	1.01546671624611	Welch Two Sample t-test	2.22806791157085	Homo sapiens	2764	0.119121020899863
0.0659149443583695	-0.726749071695354	Welch Two Sample t-test	3.87539199376918	Homo sapiens	2765	0.119404945863191
0.065936131015689	1.50028207544687	Welch Two Sample t-test	3.20266529569129	Homo sapiens	2766	0.119404945863191
0.0660820517574111	1.25583642075939	Welch Two Sample t-test	2.40074706455981	Escherichia coli (strain K12)	2767	0.119599758785228
0.0660914618322042	-0.573898742043874	Welch Two Sample t-test	3.49052407839404	Homo sapiens	2768	0.119599758785228
0.0664236050039119	-0.488765361956926	Welch Two Sample t-test	2.86378812709877	Homo sapiens	2769	0.120157398867676
0.0665297112525436	-1.4001935416311	Welch Two Sample t-test	2.78554384664802	Homo sapiens	2770	0.120305893019491
0.066560077505867	-0.658715250625574	Welch Two Sample t-test	2.57060765636075	Homo sapiens	2771	0.120317368540919
0.0667205204483925	-0.554086202026594	Welch Two Sample t-test	3.14221677283253	Homo sapiens	2772	0.120462424726993
0.066741537587832	2.16978397446744	Welch Two Sample t-test	2.32254313196773	Escherichia coli (strain K12)	2773	0.120462424726993
0.0667428664108076	-0.452757498512717	Welch Two Sample t-test	2.38750680535535	Homo sapiens	2774	0.120462424726993
0.0667522515047998	-0.529621599051311	Welch Two Sample t-test	3.38606077580677	Homo sapiens	2775	0.120462424726993
0.0667605691838957	2.0641598997433	Welch Two Sample t-test	2.22823422199508	Escherichia coli (strain K12)	2776	0.120462424726993
0.0668681543928344	-0.503763463250583	Welch Two Sample t-test	3.36084491027109	Homo sapiens	2777	0.120613102396006
0.0669985993042435	-0.739616962028852	Welch Two Sample t-test	2.59413902829876	Homo sapiens	2778	0.120804889818199
0.0675869492117613	-0.72453767705383	Welch Two Sample t-test	2.07499443148289	Homo sapiens	2779	0.121821888665604
0.0676221069213979	-0.358853395238571	Welch Two Sample t-test	3.42986524239967	Homo sapiens	2780	0.121841414952979
0.0677530458225657	-0.486635614751295	Welch Two Sample t-test	3.78519310221727	Homo sapiens	2781	0.12203344355456
0.0682156233230911	1.74420199977885	Welch Two Sample t-test	2.12317131948708	Escherichia coli (strain K12)	2782	0.122822450476407
0.0683534342766704	-0.519376932363146	Welch Two Sample t-test	2.78658386117338	Homo sapiens	2783	0.122994504280907
0.0683602914589826	-0.33579755008464	Welch Two Sample t-test	3.77399240032063	Homo sapiens	2784	0.122994504280907
0.0684298596354748	-0.521242973445123	Welch Two Sample t-test	2.79484695254762	Homo sapiens	2785	0.123075463882978
0.0684743189497453	-0.913788479016368	Welch Two Sample t-test	3.25109163885415	Homo sapiens	2786	0.123111221686746
0.0687545641459568	-0.913764637414761	Welch Two Sample t-test	3.77448219728012	Homo sapiens	2787	0.123570725442087
0.0688696836680861	-0.598158347115477	Welch Two Sample t-test	2.7949016655545	Homo sapiens	2788	0.123712572716111
0.0688828838700808	-0.696990318482385	Welch Two Sample t-test	3.73316315880555	Homo sapiens	2789	0.123712572716111
0.0689161105706491	0.95337736549162	Welch Two Sample t-test	2.48259356735333	Escherichia coli (strain K12)	2790	0.12372788453347
0.0690010014468461	-0.955901355200817	Welch Two Sample t-test	2.24473164289368	Homo sapiens	2791	0.123792968373543
0.0690017903172152	-0.831226564476882	Welch Two Sample t-test	2.96456320635465	Homo sapiens	2792	0.123792968373543
0.0690303697484847	-0.438141261734118	Welch Two Sample t-test	2.04782907886786	Homo sapiens	2793	0.123799900490569
0.0691280582276618	-0.395808050486339	Welch Two Sample t-test	2.57924456340315	Homo sapiens	2794	0.123888727946897
0.0691328488982368	-0.501966379680944	Welch Two Sample t-test	2.26998098229545	Homo sapiens	2795	0.123888727946897
0.0691540992891842	0.668516729206595	Welch Two Sample t-test	3.75439014647527	Escherichia coli (strain K12)	2796	0.123888727946897
0.0692755491836999	-0.405584583206905	Welch Two Sample t-test	2.96575126223525	Homo sapiens	2797	0.124061932735485
0.0693132094705255	1.21246070143444	Welch Two Sample t-test	2.05635255829197	Escherichia coli (strain K12)	2798	0.124069197725646
0.0693291444268484	1.12472467578979	Welch Two Sample t-test	2.41914463655432	Escherichia coli (strain K12)	2799	0.124069197725646
0.0694530069942631	-0.394864720207243	Welch Two Sample t-test	3.8757450889103	Homo sapiens	2800	0.124246468583666
0.0695286691737333	-0.60032866599123	Welch Two Sample t-test	2.40519275442228	Homo sapiens	2801	0.124337416598083
0.0695746177454323	0.864111160747987	Welch Two Sample t-test	2.18759827008107	Escherichia coli (strain K12)	2802	0.124375182115229
0.0697672487485749	2.55689582940628	Welch Two Sample t-test	2.0137925886367	Escherichia coli (strain K12)	2803	0.124675044231756
0.0698772992695366	0.832097630147781	Welch Two Sample t-test	2.52141611736627	Escherichia coli (strain K12)	2804	0.124827172625217
0.069995196527709	-0.597793150734792	Welch Two Sample t-test	3.1722656098624	Homo sapiens	2805	0.124993204779784
0.070111602394005	-0.430524577381209	Welch Two Sample t-test	3.67734397545574	Homo sapiens	2806	0.125156456304908
0.0702342031835165	-0.632090233466847	Welch Two Sample t-test	2.41650166892614	Homo sapiens	2807	0.125330646151134
0.0704767990150989	-0.603536152033439	Welch Two Sample t-test	3.95848071303422	Homo sapiens	2808	0.125718762915467
0.0705599571050619	1.60157652132379	Welch Two Sample t-test	2.1520649823131	Escherichia coli (strain K12)	2809	0.125822294460397
0.0706875941542656	1.44455857367311	Welch Two Sample t-test	2.24413872378378	Escherichia coli (strain K12)	2810	0.125986342515606
0.0707094790457443	1.43939939204617	Welch Two Sample t-test	2.64182633120607	Escherichia coli (strain K12)	2811	0.125986342515606
0.0707502138267622	-0.613064587962854	Welch Two Sample t-test	3.62198560376779	Homo sapiens	2812	0.125986342515606
0.070771502682927	-0.42374794948063	Welch Two Sample t-test	2.72649359042982	Homo sapiens	2813	0.125986342515606
0.0708206458504523	1.39903052332771	Welch Two Sample t-test	2.72929061445557	Escherichia coli (strain K12)	2814	0.125986342515606
0.0708264114218017	-0.358169899286151	Welch Two Sample t-test	2.48925535270502	Homo sapiens	2815	0.125986342515606
0.0708280176729777	-0.321847665895515	Welch Two Sample t-test	3.91609978067361	Homo sapiens	2816	0.125986342515606
0.0709678839256605	-0.651972265207356	Welch Two Sample t-test	2.48202314263223	Homo sapiens	2817	0.126190319696001
0.0710532289740891	-1.12753943666268	Welch Two Sample t-test	2.20490635695554	Homo sapiens	2818	0.126297240571757
0.0710988978117296	-1.29973378120494	Welch Two Sample t-test	2.18731742663702	Homo sapiens	2819	0.126333586072704
0.0713952350751457	1.25335133666241	Welch Two Sample t-test	2.39674212177223	Escherichia coli (strain K12)	2820	0.126797349290278
0.0714105255236321	2.26014132012122	Welch Two Sample t-test	2.03430863994318	Escherichia coli (strain K12)	2821	0.126797349290278
0.0714883569819276	-0.411788347042644	Welch Two Sample t-test	2.49775451902575	Homo sapiens	2822	0.126890567017178
0.0715278949102927	-0.405280968289698	Welch Two Sample t-test	3.99920286146297	Homo sapiens	2823	0.12691577244267
0.0717273257531272	-0.565905053895191	Welch Two Sample t-test	3.03016275022329	Homo sapiens	2824	0.127224566110982
0.071871736117066	-0.592985536100608	Welch Two Sample t-test	3.10383264661592	Homo sapiens	2825	0.127352594015165
0.0718878062847769	1.47511937967958	Welch Two Sample t-test	2.46700861417025	Escherichia coli (strain K12)	2826	0.127352594015165
0.0719177294197543	0.752024738730818	Welch Two Sample t-test	3.57243266852171	Escherichia coli (strain K12)	2827	0.127352594015165
0.071918593229438	-0.375664583662573	Welch Two Sample t-test	2.4946958162987	Homo sapiens	2828	0.127352594015165
0.0719266297602118	-0.445579408565838	Welch Two Sample t-test	2.69922601227704	Homo sapiens	2829	0.127352594015165
0.0719815362311712	-0.365204331779538	Welch Two Sample t-test	3.88675571121069	Homo sapiens	2830	0.127404775611992
0.0720488968902248	-0.318321016874744	Welch Two Sample t-test	3.44925599088571	Homo sapiens	2831	0.127478956030779
0.0720813648640366	-0.16780747258911	Welch Two Sample t-test	3.88961455382284	Homo sapiens	2832	0.12749136885733
0.0721366999525156	-0.595983132778496	Welch Two Sample t-test	2.45447418530527	Homo sapiens	2833	0.127505799284455
0.0721404342527739	-0.458763766897297	Welch Two Sample t-test	3.66243116203174	Homo sapiens	2834	0.127505799284455
0.0723368632127658	-0.372421528542326	Welch Two Sample t-test	3.69199760305731	Homo sapiens	2835	0.127807882833419
0.0724705650035907	1.15796253624587	Welch Two Sample t-test	2.18519321300253	Escherichia coli (strain K12)	2836	0.127998963364946
0.0725657340602457	-0.334550125190191	Welch Two Sample t-test	2.06948195138164	Homo sapiens	2837	0.128121875892764
0.072633808460692	-0.616945084408427	Welch Two Sample t-test	3.99100077572978	Homo sapiens	2838	0.128153056053756
0.0726345630138977	-0.242504294078316	Welch Two Sample t-test	2.16223793798007	Homo sapiens	2839	0.128153056053756
0.0726728396895195	-1.3198769975382	Welch Two Sample t-test	2.08229888897027	Homo sapiens	2840	0.128175441550987
0.0727663815715916	-0.289804353423241	Welch Two Sample t-test	3.35711749289115	Homo sapiens	2841	0.12829525001482
0.072818585218188	-1.52796206717871	Welch Two Sample t-test	2.01678798223683	Homo sapiens	2842	0.128342115889481
0.0728595790075123	-0.609283955484413	Welch Two Sample t-test	3.88726059926449	Homo sapiens	2843	0.128369198469444
0.0729247841773028	1.11791956613408	Welch Two Sample t-test	2.29384861404242	Escherichia coli (strain K12)	2844	0.128438904340404
0.0729585364837439	-0.938260058035544	Welch Two Sample t-test	2.28581157666245	Homo sapiens	2845	0.128453184269622
0.0731825559436316	-0.441465730339628	Welch Two Sample t-test	3.71837738132694	Homo sapiens	2846	0.128802327027987
0.0734559143381091	-0.523690163327049	Welch Two Sample t-test	3.61261401490029	Homo sapiens	2847	0.129238031232732
0.0736654213428683	-0.906931633142929	Welch Two Sample t-test	3.12796155108867	Homo sapiens	2848	0.129552941898497
0.0737115187946581	-0.498527083319341	Welch Two Sample t-test	3.2910138188164	Homo sapiens	2849	0.129552941898497
0.0737124943922372	-0.552271174374814	Welch Two Sample t-test	2.60110659588673	Homo sapiens	2850	0.129552941898497
0.0739764786826344	-0.35437290396143	Welch Two Sample t-test	3.99802505755621	Homo sapiens	2851	0.129971301901549
0.0741358532320118	-0.396449857418887	Welch Two Sample t-test	2.48031590565123	Homo sapiens	2852	0.130205641247948
0.0741993944099817	0.762055238128253	Welch Two Sample t-test	2.25696444944025	Homo sapiens	2853	0.130271562074868
0.0743543537599311	-0.528406633771915	Welch Two Sample t-test	3.26759098893805	Homo sapiens	2854	0.130497882965485
0.0744970709008853	0.826569151233228	Welch Two Sample t-test	2.39585110803206	Escherichia coli (strain K12)	2855	0.130702566774968
0.0746640688732157	-0.306505346946634	Welch Two Sample t-test	3.05441370889016	Homo sapiens	2856	0.130949692221967
0.0747030744296463	0.944401418966882	Welch Two Sample t-test	2.61999398240702	Escherichia coli (strain K12)	2857	0.130972243548512
0.0747833788725563	-1.34606450183435	Welch Two Sample t-test	2.75159826656194	Homo sapiens	2858	0.131064197278094
0.0748163426433048	-2.00273064626641	Welch Two Sample t-test	2.00552911375089	Homo sapiens	2859	0.131064197278094
0.0748545716330697	-0.459273481198487	Welch Two Sample t-test	3.99999973759736	Homo sapiens	2860	0.131064197278094
0.0748601853488971	0.756940432988307	Welch Two Sample t-test	2.39657679954621	Escherichia coli (strain K12)	2861	0.131064197278094
0.0748885109109821	-0.600016072895388	Welch Two Sample t-test	2.50013718107634	Homo sapiens	2862	0.131067977342107
0.074924192125293	0.958193847807419	Welch Two Sample t-test	2.65723656149499	Escherichia coli (strain K12)	2863	0.131084623945369
0.0749727982513868	0.925332362617614	Welch Two Sample t-test	2.2118800441655	Escherichia coli (strain K12)	2864	0.131123863980865
0.0750559365997458	-0.615007303403537	Welch Two Sample t-test	3.59804962130956	Homo sapiens	2865	0.131223450760254
0.0750863478894464	-0.642287532654023	Welch Two Sample t-test	3.85875918654424	Homo sapiens	2866	0.13123081527503
0.0753358395727595	-0.285532602923058	Welch Two Sample t-test	3.97727185041379	Homo sapiens	2867	0.131620934921504
0.075490513753976	0.595524379335777	Welch Two Sample t-test	3.84243164556179	Escherichia coli (strain K12)	2868	0.131845182494305
0.0755844627992696	1.4439419481026	Welch Two Sample t-test	2.02628628313126	Escherichia coli (strain K12)	2869	0.131963253454702
0.0756302330855866	-0.538284836685618	Welch Two Sample t-test	2.10782123407511	Homo sapiens	2870	0.131997155932301
0.0757236040592978	-0.371025175408399	Welch Two Sample t-test	3.76832171676111	Homo sapiens	2871	0.132058198355427
0.0757422470895746	0.870901733093846	Welch Two Sample t-test	2.23717406061031	Escherichia coli (strain K12)	2872	0.132058198355427
0.0757443010331687	-0.616615032598703	Welch Two Sample t-test	2.08171631237952	Homo sapiens	2873	0.132058198355427
0.0758261694506769	-0.609177792543141	Welch Two Sample t-test	3.97474387374587	Homo sapiens	2874	0.132128074111059
0.0758526718500503	-0.37660062799779	Welch Two Sample t-test	3.69588527725845	Homo sapiens	2875	0.132128074111059
0.0758635139036546	-0.572106750007196	Welch Two Sample t-test	2.74220449915976	Homo sapiens	2876	0.132128074111059
0.0759204143832855	-1.66793935135489	Welch Two Sample t-test	2.18465583972799	Homo sapiens	2877	0.132149040184569
0.0759283165604293	-0.888102527718969	Welch Two Sample t-test	2.27853610186369	Homo sapiens	2878	0.132149040184569
0.0759620415450565	-0.617047478560744	Welch Two Sample t-test	2.65392069804581	Homo sapiens	2879	0.132161815248068
0.0760850206300149	-0.516624623629804	Welch Two Sample t-test	3.00721613470377	Homo sapiens	2880	0.132329815394356
0.0761286072236811	-0.568370383878315	Welch Two Sample t-test	3.92743504730062	Homo sapiens	2881	0.132359664555161
0.0764544979601875	-0.287335926485097	Welch Two Sample t-test	3.49652149879969	Homo sapiens	2882	0.13288014583018
0.0766084631158532	-0.56468826364166	Welch Two Sample t-test	2.27510882864854	Homo sapiens	2883	0.133101558011553
0.0767896958263666	-0.688386719009562	Welch Two Sample t-test	2.27332930608579	Homo sapiens	2884	0.133370175587472
0.0768338604675261	-0.385781925106747	Welch Two Sample t-test	3.80647599685965	Homo sapiens	2885	0.133400626371521
0.0768834581590728	1.52879957473599	Welch Two Sample t-test	2.06573410711838	Escherichia coli (strain K12)	2886	0.133440485765348
0.0769359911038957	-0.329761825640679	Welch Two Sample t-test	3.17579446655822	Homo sapiens	2887	0.13348541026651
0.0770820122597257	-0.588085054431009	Welch Two Sample t-test	2.31363220089913	Homo sapiens	2888	0.133692451318894
0.0771413896366842	-0.407178851590669	Welch Two Sample t-test	3.32734233834361	Homo sapiens	2889	0.133749124503341
0.0772003015922422	-0.521345710778244	Welch Two Sample t-test	2.81252515264208	Homo sapiens	2890	0.133804951790845
0.0773188153170289	1.24535418804833	Welch Two Sample t-test	2.01279048037163	Escherichia coli (strain K12)	2891	0.133964007583188
