p.value	estimate	method	df.df	taxonomy	index	qval
0.00213140366569367	1.3242540810217	Welch Two Sample t-test	2.51494302493575	Escherichia coli (strain K12)	571	0.0186851441647019
0.00213615170754253	1.37666447834339	Welch Two Sample t-test	2.6381639795708	Escherichia coli (strain K12)	572	0.0186851441647019
0.00213800239867262	-0.636915704753308	Welch Two Sample t-test	3.36340149053966	Homo sapiens	573	0.0186851441647019
0.00214120038940685	-0.758183127169162	Welch Two Sample t-test	3.56116633544098	Homo sapiens	574	0.0186851441647019
0.00215652158854148	-0.302562035891917	Welch Two Sample t-test	2.56107638183441	Homo sapiens	575	0.0187861158904422
0.00216585349073844	0.955285325474814	Welch Two Sample t-test	3.05405281034444	Escherichia coli (strain K12)	576	0.0187861747264253
0.00216743775250611	1.01704326996006	Welch Two Sample t-test	3.44207914841504	Escherichia coli (strain K12)	577	0.0187861747264253
0.00216777979474423	-0.467810731282671	Welch Two Sample t-test	3.26972125307105	Homo sapiens	578	0.0187861747264253
0.00218386591724949	-0.757670828821867	Welch Two Sample t-test	3.34046818964346	Homo sapiens	579	0.0188928918471549
0.00218859215733144	-0.456716105648658	Welch Two Sample t-test	3.99986997418621	Homo sapiens	580	0.0189011346828848
0.00219495588194955	1.04382997160134	Welch Two Sample t-test	3.34979473302284	Escherichia coli (strain K12)	581	0.0189234664590108
0.00220456058079109	1.20430103584106	Welch Two Sample t-test	3.94390293516786	Escherichia coli (strain K12)	582	0.0189499658672084
0.00220634496048865	0.911138432368034	Welch Two Sample t-test	3.99982758368158	Escherichia coli (strain K12)	583	0.0189499658672084
0.00221202975737253	-0.725767598688282	Welch Two Sample t-test	2.37995371259269	Homo sapiens	584	0.0189499658672084
0.00221464161522903	-0.647412778803672	Welch Two Sample t-test	2.75022811724228	Homo sapiens	585	0.0189499658672084
0.00221849328344936	1.27263872863127	Welch Two Sample t-test	2.82992333278225	Escherichia coli (strain K12)	586	0.0189499658672084
0.00222599806856957	-0.527619239652242	Welch Two Sample t-test	2.77965752899193	Homo sapiens	587	0.0189499658672084
0.00222827708127586	0.584829186327281	Welch Two Sample t-test	3.85770623972749	Escherichia coli (strain K12)	588	0.0189499658672084
0.0022307540691324	-0.616135857533107	Welch Two Sample t-test	2.71925848150187	Homo sapiens	589	0.0189499658672084
