Proteins	taxon
Q15233;F5GYZ3;H7C367;C9IZL7	Homo sapiens
P49902;B7Z382;Q5JUV4;Q5JUV3;E9PHF2;H0YHR8	Homo sapiens
P15531;P15531-2;E7ERL0;E5RHP0;C9K028;P22392-2;Q32Q12;P22392	Homo sapiens
Q9UN86-2;Q9UN86	Homo sapiens
P40227;B4DPJ8;A6NCD2;Q92526;Q92526-2	Homo sapiens
P28838-2;P28838;H0Y983	Homo sapiens
P08195-3;F5GZS6;P08195;P08195-4;P08195-2;B4E2Z3;H0YFS2;F5H0E2	Homo sapiens
I3L416;P57737-2;P57737;I3L351	Homo sapiens
P27824;B4E2T8;F5H856;D6RGY2;E7ETH2;H0Y9Q7;D6RB85;D6RDP7;D6RFL1;D6RAU8;H0Y9H1	Homo sapiens
B7ZKL7;Q86WA8;H3BPF7	Homo sapiens
P29508-2;P29508	Homo sapiens
P21281;E5RGH6;H0YAT8	Homo sapiens
Q6P2E9;Q6P2E9-2;I3L2F4	Homo sapiens
P09972;A8MVZ9;B7Z1N6;C9J8F3;C9J4K3;P05062;Q5T7D5	Homo sapiens
P07203	Homo sapiens
B7Z5W8;P36957	Homo sapiens
Q9BWS9;Q9BWS9-2;E9PPA0;Q9BWS9-3;E9PI70;E9PIP0;E9PRL3;E9PPH0;E9PKF1	Homo sapiens
P0ADK8	Escherichia coli (strain K12)
B4DJV2;O75390;F8W4S1;F8VTT8;H0YH82;F8VZK9;F8VX07;F8VRP1;F8VX68;F8VPF9;F8VPA1;F8W1S4;F8W642	Homo sapiens
Q96P11;Q96P11-2;Q96P11-4;G3V0G9;C9JJU9	Homo sapiens
Q9Y4C2;Q9Y4C2-2	Homo sapiens
Q8TA86;C9J6V2	Homo sapiens
Q8IYU8	Homo sapiens
P60842;B4E102;E7EMV8;E9PBH4;F8WE11;C9JUF0;Q14240;Q14240-2;E7EQG2;P38919;I3L3F6;I3L2Z3;I3L3H2;I3L2M0	Homo sapiens
P60842;B4E102;E7EMV8;E9PBH4;F8WE11;Q14240;Q14240-2;E7EQG2;P38919;I3L3F6;I3L2Z3;I3L3H2;I3L2M0	Homo sapiens
B4DR31;Q16555;Q8NAN9	Homo sapiens
Q6P6C2-2;Q6P6C2;F5H6G2	Homo sapiens
P40939;B4DYP2	Homo sapiens
Q5T7C4;Q5T7C6;P09429;Q5T7C0;B2RPK0;P23497	Homo sapiens
Q9UBB5	Homo sapiens
Q92576-2;Q92576;E7ER40	Homo sapiens
E9PKG1;Q99873-3;Q99873-2;G5E9B6;Q99873;H7C2I1;E9PIX6;B4DJ87;E9PQ98;H0YDE4;E9PNR9;Q9NR22-2;Q9NR22	Homo sapiens
B7Z418;Q13418;B7Z1I0	Homo sapiens
Q6WWJ7;Q14116	Homo sapiens
Q9UJX3-2;Q9UJX3;F8VQY8	Homo sapiens
P55809;E9PDW2;B7Z528	Homo sapiens
P18335	Escherichia coli (strain K12)
Q06203;D6RCC8	Homo sapiens
P0ADX7	Escherichia coli (strain K12)
Q8IWE2	Homo sapiens
H0Y5P8;E9PDU8;Q9Y597-2;Q9Y597;Q8TBC3;B4DUV2;B4DUW2	Homo sapiens
Q12789-3;Q12789;H3BU37	Homo sapiens
E9PLK3;P55786;B7Z463;F5H0W3;E5RJ24;E7EWZ2;A6NEC2;F5GZY4;H0YAQ6;A6NEC2-2;E9PJ74;H0YBP6;E9PRQ5	Homo sapiens
E9PDU5;Q9NNW5;E9PBK6	Homo sapiens
P0ACZ8	Escherichia coli (strain K12)
Q9NZM3-2;Q9NZM3	Homo sapiens
P13284	Homo sapiens
P31802	Escherichia coli (strain K12)
Q6IN85-4;G3V5Z3;Q6IN85-2;Q6IN85;Q5MIZ7-4;G3V4R3;G3V231;G3V5A2;Q6IN85-5;H0YIY8	Homo sapiens
B7Z6B8;Q16698;E5RJD2;E5RJG7;E5RFV2;E5RID6	Homo sapiens
A8MQB8;Q06787-8;G3V0J0;Q06787-2;G8JL90;Q06787-6;Q06787-4;Q06787-5;Q06787-7;Q06787-3;Q06787;G8JLE9;F8W871	Homo sapiens
E7EM48;P33991;E7ER43;E5RK04	Homo sapiens
B3KX27;B4DUS7;Q8IUC4	Homo sapiens
P76423	Escherichia coli (strain K12)
Q9BZH6;Q659C9	Homo sapiens
P0AC33	Escherichia coli (strain K12)
P17931;G3V3R6	Homo sapiens
P09923;P05187;P10696	Homo sapiens
P37128	Escherichia coli (strain K12)
P62495;D6RCB3	Homo sapiens
P64483	Escherichia coli (strain K12)
Q8TAF3-4;Q8TAF3-3;Q8TAF3;Q8TAF3-5	Homo sapiens
Q9H0K6;F8VP66;F8VW99	Homo sapiens
P05141;P12235;Q9H0C2;P12236	Homo sapiens
P84077;F5H3A6	Homo sapiens
P43243;A8MXP9;D6REM6;D6R991;H0Y8T4;B3KM87;D6RBI2;D6RE02;D6RAM9;D6RAY2;P43243-2;D6RIA2	Homo sapiens
Q9NVI1;Q9NVI1-2;Q9NVI1-1;H3BP78	Homo sapiens
Q32N00;Q32MZ9;Q15054;F5H6U9	Homo sapiens
Q99707;B4DST3;B7ZLW7	Homo sapiens
O75083;O75083-3;D6RD66;H7C4D6	Homo sapiens
P62312	Homo sapiens
Q9NUW8;G3V2J6;G3V2F4;E7EPD8;G3V4W8;G3V5H9;G3V2U6;Q9BRS7	Homo sapiens
P77783	Escherichia coli (strain K12)
Q9UGV2-2;Q9UGV2;Q5TH30;Q5TH29	Homo sapiens
Q92597;E9PDL6;E5RIR1;E5RGM5;E5RIV1;E5RIM2;E5RI76;E5RH82;E5RK17	Homo sapiens
P62308;A8MWD9;Q49AN9;F5H013	Homo sapiens
Q9Y5M8	Homo sapiens
P35269;E7EUG6	Homo sapiens
P0A7Y0	Escherichia coli (strain K12)
Q7Z7E8	Homo sapiens
P0A840	Escherichia coli (strain K12)
Q2A0K9;Q2A0L1;Q2A0L0;P04995	Escherichia coli (strain K12)
Q05682-5;E9PGZ1;E7EX44;Q05682-3;Q05682-4;F5H1Z9;Q05682-6;Q05682-2;Q05682;E7EUR9	Homo sapiens
P33316-2;H0YNW5;H0YKC5;P33316;H0YMM5;H0YNJ9;H0YKI0;H0YMP1	Homo sapiens
H0YEH2;Q14671-2;Q14671;E9PCJ0;Q5T1Z4;Q5T1Z8;E9PR38;E7EWT3;B4DG92;F8WBG3;H0YDK8;H0YDC5;H0YC97	Homo sapiens
P22314;B4DDE4	Homo sapiens
P52701;F5H769;P52701-2;B4DF41;F5H2F9	Homo sapiens
E7ERS3;Q86VM9-2;H7BXJ7;Q86VM9;F5H7R0;H3BP01;H3BPD0	Homo sapiens
H7C0N4	Homo sapiens
Q9Y305-2;Q9Y305;Q9Y305-4;Q9Y305-3;H7C5Q2	Homo sapiens
Q15758;B4DWS4;E9PC01	Homo sapiens
Q8WZ42-5;Q8WZ42-2;Q8WZ42;Q8WZ42-8;E7ENC6;Q8WZ42-3;Q8WZ42-10;Q8WZ42-9	Homo sapiens
P11142;E9PKE3;P11142-2;E9PNE6;E9PLF4;E9PQQ4;E9PQK7;E9PK54;E9PPY6;E9PN25;E9PI65;E9PSH5	Homo sapiens
P0AFF0	Escherichia coli (strain K12)
P76537	Escherichia coli (strain K12)
B7Z755;P42568;B7Z4N5	Homo sapiens
O43447;C9JQD4;A6NNE7;H0YEL5	Homo sapiens
Q6UXN9;C9JBU3	Homo sapiens
Q9ULH0-2;Q9ULH0-4;Q9ULH0;Q9ULH0-3;E9PH70;B4DGY1;H0Y8E4	Homo sapiens
P0A7U3	Escherichia coli (strain K12)
P21399;Q9HBB2	Homo sapiens
Q96HC4;E9PBF5;Q96HC4-4;D6RB78;F5H7Y0;H0Y8Y3	Homo sapiens
P77775	Escherichia coli (strain K12)
Q9P0L0;Q9P0L0-2;O95292;E5RK64;O95292-2	Homo sapiens
P0AGK8	Escherichia coli (strain K12)
Q00577	Homo sapiens
A6NG79;E9PGC6;Q92733	Homo sapiens
Q9NPF4;G3V445;G3V282	Homo sapiens
F8W9E1;O15320-8;O15320-6;O15320-7;O15320-2;O15320-4;O15320-3;G3XAC5;O15320;O15320-5;G3V599;Q86UF2	Homo sapiens
B3KSA0;P49753-2;Q86TX2;P49753	Homo sapiens
P12694;F5H5P2;B4DP47;F5GXU9;E7ESE6	Homo sapiens
Q9H9Y6;F5GZX4;Q9H9Y6-2;F8W898	Homo sapiens
Q8WWM7;Q8WWM7-6;Q8WWM7-5;Q8WWM7-4;A8K1R6;Q8WWM7-2;Q63ZY4;Q8WWM7-3;H3BUF6	Homo sapiens
Q9BVP2-2;Q9BVP2	Homo sapiens
B7Z475;Q9BZK7;F5H6C0;Q9BQ87;O60907-2;O60907	Homo sapiens
Q00169;F5GWC2;I3L4H1;F5GWE5;I3L4C0;I3L459;P48739;P48739-2;B7Z7Q0;B3KYB6	Homo sapiens
B7ZKL7;Q86WA8;E7EN44;H3BQ67	Homo sapiens
O43815-2;Q3B874;O43815	Homo sapiens
C9JV95;Q9NY93;H7C3E9;H7BZN7	Homo sapiens
P08559;P08559-2;P08559-4;P08559-3	Homo sapiens
P16278-3;P16278;P16278-2;E7EQ29;C9J4G9	Homo sapiens
P40937;P40937-2;F8W9B4;C9JH72;F5H5S0;E9PEP3	Homo sapiens
Q9Y3A4	Homo sapiens
F8W914;Q9NQC3-2;Q9NQC3-5;Q9NQC3	Homo sapiens
A6NNK5;Q12888;F8VY86;Q12888-2;H7C495	Homo sapiens
P43243;A8MXP9;D6REM6;D6R991;D6R8Z5	Homo sapiens
B4DUD5;P33240-2;P33240;E7EWR4	Homo sapiens
Q8IWR0;I3L323;I3L282	Homo sapiens
Q14676-2;E9PGY5;Q14676;Q14676-3;F8VV34;E7EVA7;F8W1C2;F8VZP8;F8VU38;Q14676-4;A2AB05;E7ENQ0;A1Z5I7	Homo sapiens
O14744;O14744-2;G3V5W5;B4DX49;A8MTP3;B4DV00;H0YJX6;H0YJ77	Homo sapiens
Q9H0L4	Homo sapiens
P11177-2;P11177;C9J634;F8WF02	Homo sapiens
I3L1C9;Q9NRC8;Q9NRC8-2	Homo sapiens
O14745	Homo sapiens
H7BXH2;E9PKF6;Q5H9R7-6;Q5H9R7-2;Q5H9R7;Q5H9R7-5;G8JLI3;Q5H9R7-3;Q5H9R7-4;E9PQP7;H0YEN2;H0YDW1	Homo sapiens
Q9UL03-3;Q9UL03;B3KQH5;G5E9X1;C9J0C6	Homo sapiens
O14776;O14776-2	Homo sapiens
E9PFS5;E9PGE1;E7EX90;G5E9H4	Homo sapiens
P37329	Escherichia coli (strain K12)
Q15599-2;D3DU85;Q15599;H3BUQ9;H3BN50;H3BSV6;H3BQS0	Homo sapiens
G3V1P4;G5EA58;F5H345;P08397-2;P08397	Homo sapiens
E9PKB7;P28347;H0YE88	Homo sapiens
O43660;A8MW61;O43660-2;D6RA26;B7Z982	Homo sapiens
Q9ULL5-3	Homo sapiens
P46087;Q3KQS4;P46087-2;Q05BA7;F5H5X6;F5GWB7;F5H709	Homo sapiens
P11802;F8VZ51;B4DNF9	Homo sapiens
H7C0R7;Q9UHQ9	Homo sapiens
H0YAZ3;O60504-2;O60504	Homo sapiens
Q15561-2;Q15561;H0Y308	Homo sapiens
P23381-2;P23381;G3V3H8;G3V3Y5;G3V423;G3V5U1;G3V456;G3V277	Homo sapiens
Q9BW92;E7EVR9;Q9H9V2;Q5T5E9	Homo sapiens
E7ENR3;B4DDF4;Q99439;B4DUT8;Q99439-2;F8WA86;Q15417	Homo sapiens
P11413;P11413-2;P11413-3	Homo sapiens
G5E9I1;Q9HCI7	Homo sapiens
Q15904;F8W684	Homo sapiens
P50570-2;A8K1B6;P50570;F5H4R9;E9PEQ4	Homo sapiens
Q96CB8	Homo sapiens
Q9BYD3-2;Q9BYD3	Homo sapiens
Q96KP4	Homo sapiens
Q9UI30;F5GX77;F5GYQ2	Homo sapiens
Q9NZM1-6;Q9NZM1;F8W8J4;Q9NZM1-3;C9JCN0;Q9NZM1-2;Q9NZM1-5;Q9NZM1-7;Q9NZM1-8	Homo sapiens
P39366	Escherichia coli (strain K12)
B4DUN1;P18615;A2ABK4;A2ABK3;E9PD43;A2ABK2;A2ABK1;B4DYX9	Homo sapiens
Q14247-3;Q14247;Q14247-2;B4E358;H0YCD9;H0YEV2	Homo sapiens
P09012;P08579	Homo sapiens
P0ADA3	Escherichia coli (strain K12)
Q9BRX5;E9PB21;Q9BRX5-2	Homo sapiens
Q96M27;G3XAL7;Q96M27-3;Q96M27-2;C9J436;Q96M27-4;C9JTJ7;Q96M27-5	Homo sapiens
Q14558-2;Q14558;C9JNQ3	Homo sapiens
Q9BZX2;B4DGD3	Homo sapiens
Q08426;Q08426-2	Homo sapiens
P55735;A8MV37	Homo sapiens
P75931	Escherichia coli (strain K12)
Q9H6F5	Homo sapiens
Q15654;H7BZE2	Homo sapiens
F5GWD3;Q13889;F5GWI8;F5GXG6;H0YFF7;F5H6X0;F5GX35;F5H4K7	Homo sapiens
P21333-2;P21333;Q5HY54;E9PHF0;H0Y5C6;Q14315-2;Q14315	Homo sapiens
Q96MW5;H3BQV3;H3BUN2	Homo sapiens
E9PKG1;Q99873-3;Q99873-2;G5E9B6;Q99873;H7C2I1	Homo sapiens
Q9UPQ0-4;D6RD46;E9PHM7;Q9UPQ0-2;Q9UPQ0;Q9UPQ0-9;E7EPK0;Q9UPQ0-5;E9PDJ9;Q9UPQ0-8;Q9UPQ0-6;H0Y8P3;H0Y2S5;Q9UPQ0-3;G5EA03;F5GY62	Homo sapiens
Q9H6R0;Q05BE5;I3L0M5	Homo sapiens
Q9BTU6;E9PAM4	Homo sapiens
P23634-7;P23634-6;P23634-8;P23634;P23634-5;P23634-4;P23634-3;P23634-2;P20020-5;P20020-2;H0Y7S3;Q16720-8;Q16720-7;Q16720-6;Q01814-4;Q16720-3;Q16720-5;Q01814-7;Q16720-2;F5H7F7;Q01814-3;Q01814-6;Q01814-2;E7EME2;Q16720-4;Q01814-8;Q16720;Q01814-5;Q01814;H0YDG5;H7BZS8;H7BY13;E9PEG5;P20020-6;P20020-3;P20020-4;P20020;E7ERY9;H0YHH6	Homo sapiens
P78344;D3DQV9	Homo sapiens
Q9Y295;H7C1E1;H0YI06	Homo sapiens
Q9Y4E8-2;Q9Y4E8-3;E9PCQ3;Q9Y4E8	Homo sapiens
P00568;Q5T9B7;H0YID2	Homo sapiens
G5E9V4;Q969F9-2;Q969F9;H7C5G2	Homo sapiens
O15260;O15260-2;Q5T8U5;Q5T8U7;B7Z6A4	Homo sapiens
Q96EP5	Homo sapiens
F6TTN0;B4DPY8;O94842;B4DYA1;O94900;O15405-2;O15405	Homo sapiens
P31069	Escherichia coli (strain K12)
Q5JPE7-2;Q15155;P69849;Q5JPE7	Homo sapiens
Q9BUE0	Homo sapiens
A5YKK6-2;A5YKK6;F8WA87;A5YKK6-3;B5MDN3;A5YKK6-4;H3BVC9	Homo sapiens
E7ENV7;Q86YQ8	Homo sapiens
P62942;Q5W0X3	Homo sapiens
B4DDG1;P68036;E7EWS7	Homo sapiens
H0YEH2;Q14671-2;Q14671;E9PCJ0;Q5T1Z4;Q5T1Z8;E9PR38;E7EWT3;B4DG92;F8WBG3;H0YDK8	Homo sapiens
Q658Y4;E7ER68;H0YBR6	Homo sapiens
O00764;F2Z2Y4;F2Z3F8;O00764-2	Homo sapiens
B4DUD5;P33240-2;P33240;E9PID8	Homo sapiens
E7EP00;P53992;G5EA31	Homo sapiens
Q9NWT1	Homo sapiens
Q14318;Q14318-2	Homo sapiens
P16278-3;P16278;P16278-2;E7EQ29;Q6UWU2-2;Q6UWU2	Homo sapiens
Q9BUB1;P13861;H7C330;F5H1R5;P31323	Homo sapiens
E7EPL4;H3BNZ1;Q6P996;H3BND4;E7EMH5;Q86XE2;Q6P996-2;Q6P474;H3BNL6	Homo sapiens
B4E0X8;Q96AE4-2;F8W7W2;C9JSZ1;Q96AE4;E9PEB5;B4DT31	Homo sapiens
Q9BW71-2;Q9BW71;H3BSR3	Homo sapiens
Q9NVH2-3;Q9NVH2-2;Q9NVH2;Q9NVH2-4	Homo sapiens
Q9H501;Q6P6H6	Homo sapiens
Q9NR45;Q5TBR1	Homo sapiens
Q5T280	Homo sapiens
Q5T200;Q5T200-2;C9J4N9	Homo sapiens
Q92499	Homo sapiens
Q9Y285	Homo sapiens
P62829	Homo sapiens
P66948	Escherichia coli (strain K12)
P78417;F5H7H0	Homo sapiens
I3L1R4;P35613-3;P35613-4;P35613-2;I3L4S8;P35613;I3NI00	Homo sapiens
Q9BY44;B4DQ14;F8WAE5;B4DF96;C9IZE1;H7C5Q3;F8WF18;F8WAT3	Homo sapiens
P0AG99	Escherichia coli (strain K12)
P0A9S3	Escherichia coli (strain K12)
Q9BUB1;P13861;H7C1L0;F5H1R5;P31323	Homo sapiens
F5H2G3;B4DR80;Q9Y6E0-2;E9PCB9;Q9Y6E0;Q8NBY1;Q9P289;B4E0Y9;Q9P289-3	Homo sapiens
P0AGE6	Escherichia coli (strain K12)
Q13619	Homo sapiens
Q9C0C2;Q9C0C2-2	Homo sapiens
Q9UFC0;H7C5R0;H7C5N7	Homo sapiens
O75306;B7Z9L2	Homo sapiens
P14618;P14618-2;P14618-3;H3BTN5;H3BQ34;H3BUW1;H3BTJ2;H3BT25	Homo sapiens
Q86W92-4;Q86W92-2;Q86W92;H0YFE4;Q86W92-3;F5GZP6	Homo sapiens
Q8TC12;G3V2G6;Q8TC12-2;H0YIZ8;B4DDW0	Homo sapiens
Q6P4R8-3;Q6P4R8;Q6P4R8-2;E9PQ59	Homo sapiens
H3BMM5;Q96AX1	Homo sapiens
P05455;E9PFH8;E7ERC4;E9PGX9;F5H673	Homo sapiens
P76215	Escherichia coli (strain K12)
P31937;H7BZL2	Homo sapiens
Q96EY1-2;Q96EY1;E7ES32	Homo sapiens
Q5VUA4;Q5VUA4-2	Homo sapiens
P37750	Escherichia coli (strain K12)
Q9BV20;Q9BV20-2	Homo sapiens
O43847;O43847-2;B1AKJ5;F5H6R2	Homo sapiens
P06576;F8VPV9;H0YH81;H0YI37	Homo sapiens
P07686;Q5URX0;H0YA83;H0Y9B6	Homo sapiens
Q9BSJ8;Q9BSJ8-2;B3KY56;F8VZB1	Homo sapiens
P57088;D6RAA6;H0Y8N0	Homo sapiens
Q13242	Homo sapiens
B7ZM82	Homo sapiens
Q06210-2;Q06210;O94808;E5RJP4	Homo sapiens
B4DR31;Q16555;Q8NAN9;E9PD68;Q14194;Q14194-2	Homo sapiens
Q8NFD5-4;H0Y7H8;G3XAA0;Q8NFD5;Q8NFD5-2;Q8NFD5-3;C9JZD6;H0Y2R3;H0Y3S9	Homo sapiens
Q9Y6D6;E5RIF2	Homo sapiens
Q92817	Homo sapiens
P51531-2;P51531	Homo sapiens
P0AGE0	Escherichia coli (strain K12)
Q00325-2;Q00325	Homo sapiens
F8W914;Q9NQC3-2	Homo sapiens
Q99661;Q99661-2;B7Z7M6;Q5JR89	Homo sapiens
Q86U38;A8MY76	Homo sapiens
P53609-2;P53609	Homo sapiens
Q4G0N4;Q4G0N4-2	Homo sapiens
Q96S59;Q96S59-2;E9PD26;B2R8E1	Homo sapiens
P13798;C9JIF9	Homo sapiens
O75448;F8W9R9;F5H0K1;O75448-2;F5H2D6;H0Y4Q9	Homo sapiens
E5RJI3;B4DKJ6;E5RIU9;Q8WUX9	Homo sapiens
Q96N67-4;Q96N67-3;Q96N67-5;Q96N67-2;Q96N67-6;Q96N67;Q96NI0	Homo sapiens
Q96PZ0;E7EUH7;H0Y863	Homo sapiens
P61978;P61978-2;B4DFF1;P61978-3;Q5T6W5;Q5T6W2	Homo sapiens
P14316-2;P14316	Homo sapiens
H3BS10;P06865;H3BP20;E9PGL4;H3BU85;H3BTD4;B4DKE7	Homo sapiens
F8VRR3;G3XA91;B4DUX5;F8VQZ7;P50579	Homo sapiens
Q99543-2;Q99543;F2Z3H0;F2Z3N9;F5H621	Homo sapiens
Q9Y3B4	Homo sapiens
Q9Y265;Q9Y265-2;E7ETR0;H7C4G5	Homo sapiens
Q7L5Y1;F5H1W8;A6NMP3	Homo sapiens
P25516;P21399;Q9HBB2	Homo sapiens
Q9NZL9;Q9NZL9-4;Q9NZL9-2;B7Z1X8;H7C0X7	Homo sapiens
O15305;H3BV55;H3BPH4;F5H0W0;Q92871	Homo sapiens
Q9Y2T3;Q9Y2T3-3	Homo sapiens
B4DWW1;P40616;B4DZG7;F8W1Z8	Homo sapiens
P15880;H0YEN5;E9PQD7;E9PMM9;I3L404;E9PM36	Homo sapiens
G3V1J3;O75027;O75027-2;B4DGL8;G3XAC4	Homo sapiens
F8VVQ3;F8VZA2;Q6P1Q0;B3KXK7;F8VS60;F8W0R0;Q6P1Q0-4;F8VP71;B7Z7E4;Q6P1Q0-2;F8VPY5	Homo sapiens
P11142;E9PKE3;P11142-2;E9PNE6;E9PN89;A8K7Q2	Homo sapiens
P05388;F8VU65;F8VW21;F8VPE8;Q8NHW5	Homo sapiens
Q9BZZ5-2;G3V1C3;Q9BZZ5;Q9BZZ5-5;Q9BZZ5-3;Q9BZZ5-1	Homo sapiens
P0AGA2	Escherichia coli (strain K12)
P27824;F5H856;H0Y9Q7;D6RB85;D6RDP7;D6RAU8;D6RAQ8	Homo sapiens
E9PDK5;B4DVE7;P50995;Q5T0G9	Homo sapiens
F2Z2V0;Q99829;A6PVH9;E7ENH5;Q5JX58;Q5JX59;Q5JX60;Q5JX44;Q5JX56;Q5JX55;Q5JX54	Homo sapiens
Q14914;F5GY50;Q5JVP2	Homo sapiens
P10412;P16402;P16401;P16403	Homo sapiens
O95373;E9PLJ0	Homo sapiens
Q9ULU4-9;Q9ULU4-13;Q9ULU4-8;Q9ULU4-12;F8WAN7;Q9ULU4-11;Q9ULU4-7;F5H0X3;Q9ULU4-6;H7C4X9;H7C0U2;Q9ULU4-14;Q9ULU4;Q9ULU4-10;E7ETU8;Q9ULU4-3;B7ZM62;Q9ULU4-5;Q2HXV1;Q9ULU4-4;Q9ULU4-2	Homo sapiens
Q12905	Homo sapiens
P69441	Escherichia coli (strain K12)
P48730-2;P48730;B4DIJ9;H7BYT1	Homo sapiens
O76094;G5E9Z8;H0YH39	Homo sapiens
D6RGX2;Q9NUQ7;H0YA18	Homo sapiens
Q9BWU0	Homo sapiens
E9PEE4;O95243-2;O95243;O95243-3;Q2MD36;D6RBI7	Homo sapiens
E9PFS5;E9PGE1;E7EX90;A8MWX9;A8MY36;Q14203;Q6AWB1;C9JZA4;C9JTE5;C9JJN7;C9JJD0;C9JKG6;E9PCY0;C9J1B7	Homo sapiens
P23917	Escherichia coli (strain K12)
Q5JUX0;Q9Y657	Homo sapiens
P21964-2;P21964	Homo sapiens
Q16851-2;Q16851;E7EUC7	Homo sapiens
Q9H8R6;Q9NWX6;H0YC78	Homo sapiens
P04982	Escherichia coli (strain K12)
Q8N1G0;Q8N1G0-2;F8WCX2	Homo sapiens
P08758;E7ENQ5;D6RBE9;E9PHT9;D6RCN3	Homo sapiens
Q96EV2;H0Y3K4;H7C0H2	Homo sapiens
A6NG10;Q969T9;E7EX86;B4DFG2;B4DV07	Homo sapiens
O60828-5;O60828-4;O60828-2;O60828;H7C053	Homo sapiens
Q9BUB1;P13861;H7C1L0	Homo sapiens
E9PRR7;Q14331;F5H5R5	Homo sapiens
P06280	Homo sapiens
Q9UBQ7;Q5T946	Homo sapiens
Q14240;Q14240-2;Q9NZE6	Homo sapiens
P62917;E9PKU4;E9PIZ3;E9PP36	Homo sapiens
Q00325-2;F8VVM2;Q00325	Homo sapiens
P16435;H0Y4R2;E7EVY7;E7EMD0;F5H468;E7EPN3	Homo sapiens
P34896-2;B4DPM9;P34896;A8MYA6;E7EW08	Homo sapiens
Q8IY37	Homo sapiens
P07355;P07355-2;H0YN42;H0YMD0;H0YMU9;H0YKS4;H0YMM1;H0YKZ7;H0YLV6;H0YMT9;H0YKX9;H0YKL9;H0YMW4;H0YKV8;H0YMD9	Homo sapiens
P51148;F8W1H5	Homo sapiens
Q13442	Homo sapiens
O60488-2;O60488	Homo sapiens
Q8NFW8;Q8NFW8-2;F5H296	Homo sapiens
Q6IA86-2;Q6IA86-3;Q6IA86-5;Q6IA86;E7EP23;Q6IA86-4;H0YFD3	Homo sapiens
Q8N1G2	Homo sapiens
Q9Y697-2;Q9Y697;F5GYK5	Homo sapiens
B7Z3U6;P05023;F5H3A1;E9PC07;B1AKY9;P13637;P50993;F5H6J6;B7Z2T0;E9PC51;H0Y7C1;B4DIQ8;B7Z1Q9;F5H0J0	Homo sapiens
Q68CZ2;Q68CZ2-2;E7ERH3;F5GXX8;E9PCX8;Q59GW4	Homo sapiens
Q8TBC3;Q8TBC3-2	Homo sapiens
P31040;E9PBJ5;D6RFM5	Homo sapiens
P30044-2;P30044;A6NG06	Homo sapiens
O95831-3;O95831;O95831-2;E9PMA0;Q2QKE4	Homo sapiens
Q92551;C9JNA8	Homo sapiens
P62191;B4DR63;G3V4X1;Q8NB90;Q8NB90-2;Q8NB90-3;P62195;A8K3Z3	Homo sapiens
P09053	Escherichia coli (strain K12)
O15270;H0YJV2	Homo sapiens
Q6IA86-2;Q6IA86-3;Q6IA86-5;Q6IA86;E7EP23;Q6IA86-4;E9PCX0;F5GYE9;F5GWY6	Homo sapiens
O15066	Homo sapiens
O94822;H7BYG8;O94822-2	Homo sapiens
F8W914;Q9NQC3-2;Q9NQC3-5;Q9NQC3;Q9NQC3-3;H7C106;Q9NQC3-4;F8WAM4;Q9NQC3-6	Homo sapiens
O15397;O15397-2;H0YFL8	Homo sapiens
Q86XI2;Q86XI2-2;B4DHE5	Homo sapiens
Q9NZB2;Q9NZB2-6;Q9NZB2-4	Homo sapiens
Q9HAU0-3;Q9HAU0-5;Q9HAU0;Q9HAU0-2;Q9HAU0-4;F5GZL3;E9PHQ3;A0JP02;B4DJX4;F5H0I0;E7EME8	Homo sapiens
H3BM67;H3BUP2;H3BUN4;O60936-2;B4DFL0;O60936;H3BQJ5	Homo sapiens
P0AFB1	Escherichia coli (strain K12)
O95365	Homo sapiens
O60763;O60763-2	Homo sapiens
P10809;E7ESH4;E7EXB4	Homo sapiens
O95573;H7C260	Homo sapiens
Q8IXB1;Q8IXB1-2;F8W884;E7EP04;Q3B7W8	Homo sapiens
P28066	Homo sapiens
P0AAT2	Escherichia coli (strain K12)
Q5T8P6-2;Q5T8P6;E2PSN0;Q5T8P6-3;Q5T8P6-5;Q5T8P6-4	Homo sapiens
Q9NP97;B4DFR2;B1AKR6	Homo sapiens
Q9Y276;C9JAS4;C9J8G3;C9J4Q9	Homo sapiens
Q68D10-2;Q68D10;Q68D10-3;C9JCH5	Homo sapiens
P62942	Homo sapiens
P0A6A0	Escherichia coli (strain K12)
G8JLB3;Q9Y606-2;Q9Y606;F5H1S9;F5GY32	Homo sapiens
O14776;O14776-2;G3V220;Q5VWI1	Homo sapiens
Q8IYB7;Q8IYB7-3;Q8IYB7-2;F5H051;F5H291;Q8IYB7-4;Q8IYB7-5;C9JGP4	Homo sapiens
P62140	Homo sapiens
Q13627-3;F8WAP0;Q13627-4;F8W9I9;Q13627-5;Q13627-2;Q13627;Q9Y463-2;Q9Y463-3;Q9Y463	Homo sapiens
A6NLT0;Q9Y3B7;Q9Y3B7-2;E9PQB6	Homo sapiens
O00429-4;O00429-5;O00429-3;G8JLD5;O00429-2;O00429;O00429-6;F8W8D1;G8JL97;B4DPZ9;F8W1W3;F8VUJ9	Homo sapiens
P31939;E9PBU3;F5GWY2;C9JLK0	Homo sapiens
F5H604;E7ERI8;E7EW49;E3W994;F5H3X0;E9PBA6	Homo sapiens
O75367-2;O75367-3;O75367;D6RCF2	Homo sapiens
P41091;Q2VIR3	Homo sapiens
O43809;Q5HYH5	Homo sapiens
