estimate	se	df	Tval	pval	qval
-1.37615635840485e-19	3.25709048683263e-10	27.9175253302951	-4.22510938510368e-10	0.99999999966589	1
4.75373912142143e-19	5.63877117193078e-10	15.9559336819757	8.43045226783639e-10	0.999999999337797	1
-0.407196693189505	0.130034854690138	346.671682258754	-3.13144267481068	0.00188743881578477	0.0154710322472013
-0.277606823050948	0.160183187687976	152.928596841444	-1.7330584255303	0.0851010297375017	0.340601181243636
-0.240497781601794	0.145222869832107	163.110360370226	-1.65605997099379	0.0996322252158891	0.384644334359814
0.734030336375799	0.170804783516873	377.228195488792	4.29748114345574	2.20128392735582e-05	0.000352761932740589
-4.19141977718806e-14	9.78195842815545e-08	171.607342226694	-4.28484726036443e-07	0.999999658616345	1
0.589008895723177	0.138716972501692	467.941864610192	4.24611988786012	2.6245649421016e-05	0.000404679540397017
0.506954562108114	0.180652691085504	227.429199336441	2.80623863980066	0.00544688899026784	0.0373491606844688
3.03689489592943e-19	6.30664577035034e-10	16.5218522157463	4.81538841170833e-10	0.999999999621554	1
-0.0607279420857047	0.0956860237062002	204.466641912617	-0.634658435302601	0.526360701824841	1
2.40415186964038e-19	6.50776544067824e-10	31.6216706125874	3.69428168786277e-10	0.99999999970756	1
0.532607010649731	0.0682628992633666	2548.74193635102	7.80229108926166	8.79708760145254e-15	2.50936923831434e-12
-0.402612983432336	0.134451616086659	381.865987026064	-2.99448229147977	0.00292817861836431	0.0221261708844614
0.381301316297919	0.148616752233839	457.305736063962	2.56566847657905	0.0106153818609679	0.0640854534569545
-1.68188589134782e-15	2.28077066490381e-08	116.898283505166	-7.37419994578349e-08	0.999999941288092	1
0.62933569765645	0.357642343175346	13.8476973087918	1.75967893529849	0.100524474067464	0.386971743964159
1.56752776235863e-19	4.11785044510916e-10	57.1606463399035	3.80666511145497e-10	0.999999999697597	1
0.561186866751098	0.114437930659546	1026.26879980213	4.90385367436114	1.0919476298797e-06	2.56360544381221e-05
2.84297402317376e-19	1.07925683853774e-09	12.2641115743993	2.63419597787829e-10	0.999999999794058	1
0.582293367610022	0.0718292923586787	2122.26887985067	8.10662820820157	8.69827443394729e-16	3.30824370971128e-13
-0.185468202768624	0.0799393766846928	1029.06184499328	-2.32011069463516	0.0205297519880493	0.111016336579926
9.0091613279072e-20	3.062604524052e-10	14.6936944130557	2.94166656424433e-10	0.999999999769246	1
-4.29349545882191e-19	8.53852509031345e-10	25.9804587552203	-5.02838067864048e-10	0.999999999602635	1
-0.571607416294552	0.209971938495509	32.990288353467	-2.72230384874395	0.0102752383179147	0.06254716064858
0.337294057235743	0.132553543762931	675.30998528355	2.54458724874972	0.0111621706528939	0.0671731894248518
0.306003889757629	0.298545787987505	42.2701568272501	1.0249814335697	0.311202124166045	0.907672862150964
0.621611839126941	0.0851696606786647	1675.75834377865	7.29851257095189	4.47322308953876e-13	6.54352249379964e-11
0.767858618250411	0.0982843544212928	903.308876490875	7.81262310539284	1.5521948599639e-14	3.2797302504052e-12
1.43264002575767	0.371766495673098	101.208385983582	3.85360177001379	0.000204494499391107	0.00234736643667257
0.709765431658286	0.205415588233403	310.780396304382	3.45526567755811	0.000626185819404233	0.0061913173305046
NA	NA	7.52185221574633	NA	NA	NA
-0.659880374953315	0.296899395263099	44.9172464893134	-2.22257231062582	0.0313228815854795	0.155523968185519
-0.582832590058111	0.473312418707599	27.3009004243231	-1.23139086789559	0.228679153442034	0.718795906549202
-1.6435470999058e-18	1.4726410648383e-09	7.52185221574633	-1.11605410113038e-09	0.999999999138545	1
-0.392237055846493	0.0917910349865753	1376.415747409	-4.27315212105255	2.05979786318002e-05	0.000332893677321303
-0.0686271673756029	0.0962759811804556	280.515468065784	-0.712817117355274	0.476551449918162	1
-1.18365952963803e-19	1.78681018255531e-10	265.904903446394	-6.62442793976743e-10	0.999999999471944	1
8.43698454745704e-20	5.58128687679742e-10	26.1612400873572	1.5116557764718e-10	0.999999999880534	1
0.44277521017303	0.120530985836101	824.626195690175	3.67353844409039	0.000254654006549031	0.00285984469953193
0.564167281451404	0.158472733358958	390.956140022973	3.56002745389331	0.000416471728810663	0.0043918137021531
NA	NA	3.59206245421378	NA	NA	NA
-0.295907281005775	0.0755845804046243	1865.71687339448	-3.91491597124314	9.36859103584941e-05	0.00119037442894256
-0.265452742395367	0.244187036392298	43.2936755461936	-1.08708777630973	0.283013431598736	0.845335930508265
NA	NA	4.59206245421378	NA	NA	NA
-0.175479209881227	0.312749982831016	73.0310953371505	-0.561084634738546	0.576457427608058	1
-2.09134235641725e-21	2.64084220632106e-10	118.313556607412	-7.91922497834767e-12	0.999999999993695	1
-1.11000865778239e-19	5.63035004439343e-10	17.5218522157463	-1.97147361892305e-10	0.999999999844926	1
0.540543313589607	0.164812764798568	422.269548100849	3.27974179821721	0.0011251174918498	0.0100137212028129
8.36379278178375e-20	2.6308249694656e-10	115.603782946097	3.17915212104844e-10	0.999999999746888	1
1.70589031955407e-19	1.95685250055637e-10	234.872095669222	8.71752121873797e-10	0.999999999305182	1
-1.56621022271397e-19	2.80528620068506e-10	76.9733285433654	-5.58306750424071e-10	0.99999999955598	1
