estimate	se	df	Tval	pval	qval	signif	Protein.IDs
-0.570335770236094	0.0919936051174954	80.6507249574352	-6.1997327912919	2.2754184631445e-08	1.23032380862125e-05	TRUE	CATA_HUMAN_CONTAMINANT, P04040
-0.829959088122934	0.134046243158896	76.5785625750022	-6.19158783241033	2.73709412374027e-08	1.23032380862125e-05	TRUE	CAH2_HUMAN_CONTAMINANT, P00918
-0.523065467926403	0.0970784515243543	60.5939967705012	-5.38806974887914	1.22950110654313e-06	0.000232277664877657	TRUE	A0A1W2PQ51, Q92841
3.15960071678056	0.189906188724209	6.56774592293655	16.6376922100684	1.29323715902948e-06	0.000232277664877657	TRUE	F8VX61, F8W1Y6, Q96LP6
0.903279759507632	0.149616740411699	27.5163889787946	6.03729072710771	1.7760786569907e-06	0.000232277664877657	TRUE	P02792
2.38445694750023	0.218585200256923	8.87698338746134	10.9085928264931	1.93292006792659e-06	0.000232277664877657	TRUE	C9IZ41, H0Y2Y8, Q15942
-0.72374540539156	0.134959376026804	50.6006939605992	-5.36269080888326	2.04129888780386e-06	0.000232277664877657	TRUE	Q04760
-0.653551143531498	0.127879854117848	81.7910351888607	-5.1106653822831	2.06698700669773e-06	0.000232277664877657	TRUE	P13796
1.61842342710807	0.171827667892129	8.58519482197859	9.41887559181733	8.17792568310782e-06	0.000816883909901548	TRUE	E5KLJ5, E5KLJ6, E5KLJ9, E5KLK1, O60313
-0.687962102650452	0.12969675390281	30.7736322107412	-5.30438952362668	9.16258506398024e-06	0.000823716397251824	TRUE	P28066
2.27342020613514	0.210241819431828	6.46016453726567	10.813358694664	2.24446524002558e-05	0.00183434022798454	TRUE	H7C3I1, P50502, Q8IZP2
-0.714894270214006	0.125544544239538	16.9591587159274	-5.69434756838173	2.65918601597646e-05	0.0019921735236357	TRUE	A0A0A6YYJ8, Q9Y383
-0.367725623651353	0.0850744257980091	102.240334255884	-4.32239912526048	3.59015375701137e-05	0.00248272940581017	TRUE	P09874
2.06802554821293	0.494430136173221	197.780592219655	4.18264461834585	4.32863303982386e-05	0.00277960078771546	TRUE	P34955_CONTAMINANT
-0.379289444150661	0.0897330112612468	95.4897253097981	-4.22686633179406	5.42444233090818e-05	0.00325104910365763	TRUE	P53396
-0.444407263926537	0.0896333931793948	21.602511289566	-4.95805467318512	6.12718183205076e-05	0.00344271029188352	TRUE	E9PQD7, H0YEN5, P15880
-0.387004350021775	0.087505261775543	37.4789437986968	-4.42264090374894	8.08598517506194e-05	0.00427605921904746	TRUE	F5H2F4, P11586
0.765642130585887	0.181111912122383	54.4960897634196	4.2274531896528	9.08087901496017e-05	0.004535394574694	TRUE	Q3ZBS7_CONTAMINANT
-0.694552796597633	0.161521078345542	21.5067505392613	-4.30007528250757	0.000302763470694395	0.0143254926396979	TRUE	P50552
-0.421305333035865	0.111528537258838	34.1622447509744	-3.77755634020458	0.000606492659753517	0.0270585493777965	TRUE	P54577
-1.32294220037424	0.251785671955428	8.50135595904877	-5.25423940965327	0.000632068450426838	0.0270585493777965	TRUE	B0YIW6, P48444
1.82708018631862	0.301142211403259	6.47901495527565	6.06716732870099	0.000682081412419591	0.0278723268075097	TRUE	A0A0A0MTS2, P06744
-1.17821016050947	0.279262975793706	15.058644980462	-4.21899880269063	0.000737873439394635	0.0288412270441642	TRUE	Q15393
-1.26206881457214	0.289639022248203	12.5743170988572	-4.35738528868054	0.000837644299023543	0.0296170283691059	TRUE	P08567
-0.360066833520955	0.0995372544913115	38.651960141918	-3.61740772699718	0.000849829609458404	0.0296170283691059	TRUE	P50990
-1.25997959829222	0.218657228782327	6.58927025505825	-5.76235053059473	0.000856554769295611	0.0296170283691059	TRUE	Q7RTV0
-0.655011257028587	0.178683572830765	30.0307165195175	-3.6657609127223	0.000947120744326061	0.0311737756988737	TRUE	O75083
-0.460008642930311	0.131964695154089	55.0594000252161	-3.48584628936687	0.000970929610198512	0.0311737756988737	TRUE	P17812
-1.50059938598099	0.268015972613305	6.48599232035273	-5.59891774863006	0.00106209068431846	0.0329248112138723	TRUE	Q14498
1.12665460691783	0.20361358339343	6.54539135317772	5.53329786815286	0.00109890969920347	0.0329306606527974	TRUE	P60903
-0.391129668721574	0.118071758353656	140.744527249607	-3.31264371916981	0.00117478480984128	0.0337113389331077	TRUE	P26038
-0.615213002356001	0.171212557165106	28.701992849056	-3.59327033333619	0.00120458683522484	0.0337113389331077	TRUE	O75368
-0.548813720097734	0.129481445789556	11.6007841286621	-4.23855106614822	0.00123863808966211	0.0337113389331077	TRUE	M0R261, O95336
-0.606766432827278	0.146896384196249	12.5332968686322	-4.13057432384897	0.0012749560886826	0.0337113389331077	TRUE	A0A0A0MTI5, B8ZWD1, P07108
-0.82350551889485	0.205834367557071	13.5619774172566	-4.00081642666656	0.0013941641268311	0.0354493723875984	TRUE	Q8TEM1
-0.351408701421177	0.107498668051985	107.574164181574	-3.26895865585275	0.001449931279779	0.0354493723875984	TRUE	Q01518
-0.419084238728931	0.127093181870582	79.7021032229036	-3.29745650050434	0.00145898418057969	0.0354493723875984	TRUE	Q08211
-0.432531900340733	0.126227365283456	35.2386264365367	-3.42660958952475	0.00156984000476646	0.0368177312284271	TRUE	Q14566
-0.630967353474297	0.185288975159705	37.218594529573	-3.40531514587121	0.00159720969734	0.0368177312284271	TRUE	P30086
-0.555626224967942	0.160379794429416	28.5633847644087	-3.46444031147874	0.00169715783261854	0.0379722749874574	TRUE	P09429, Q5T7C4
-1.29817159385338	0.341111883010715	14.8995239267594	-3.80570615832989	0.00174187442308162	0.0379722749874574	TRUE	O43143
