protein	taxon	PD7511.GDTHP1.A_C2	PD7512.GDTHP1.A_C1	PD7513.GDTHP1.A_C2	PD7508.GDTHP1.A_C1	PD7509.GDTHP1.A_C2	PD7510.GDTHP1.A_C1
Q8TDZ2	NA	15.9914013893503	15.3370396130287	15.1999193255383	16.2857697947479	16.0967737616627	15.7190190124377
Q86UX7	NA	16.3880252664522	16.9913553470765	16.2659065749502	15.6765861467456	16.4710345259288	15.8593679559968
A0A0J9YXZ5, P46940	NA	17.7103038884799	17.9374401016267	18.2208036139353	18.4531816018168	18.1439263456202	18.419398900596
F5GZQ3, P55084	NA	16.9908699808008	17.0015684134601	16.9981288125714	17.0803430493387	16.689557540454	17.1705203740439
P21796	NA	14.9740144187423	15.4151577652175	15.0656808011515	16.4102087157034	15.6934497478153	15.4856336830449
Q08211	NA	13.8623081344106	14.6670956782359	13.521197228107	15.6603512457706	14.8627856701518	14.3256431015937
P35579	NA	17.556477528854	17.9626523026338	17.9967927374341	17.466430903239	18.1576251310353	16.8860248432253
P33993	NA	16.1304092427707	16.5259493415186	16.2920912243394	16.3019987857582	16.7934600947028	16.6791315384971
P08574	NA	17.1850990031991	15.2324707082983	16.9394418470721	17.8443303844773	16.9746724267322	17.0687555626998
O14773	NA	16.5328882272997	17.8939265674995	16.60518309345	17.0699797056143	16.3321403112939	17.9524887797179
Q5T3I3, Q5T3I4, Q8NCW5	NA	16.3619808013062	16.4438482216018	16.230144015096	16.6607231084389	16.6168100746652	16.7275323533139
Q13151	NA	17.4321831721019	17.6943015477002	17.311779586885	17.4241714090025	17.6304456481521	17.8132099649297
P51991	NA	19.1067281620253	19.425929022917	18.727346678319	18.3294952197503	19.8441040026722	19.7613135744075
Q12906	NA	16.8317394312685	16.9712119577568	16.7155349392299	17.0146319913471	17.1010654657094	16.7568295285276
P13010	NA	18.4442073744036	18.1268856578224	17.9172614490019	19.0266577541842	17.4007629988793	16.9769492359217
P28066	NA	16.6767655691424	16.6317368023177	16.6139051263307	17.3520263847577	17.1990010991779	16.8098733963354
Q08211	NA	15.9348710268467	15.0647028451918	14.9548683551922	16.2712854081446	16.012951573856	15.2824010138235
Q9UMX5	NA	15.7080284229605	16.1054382951516	15.7881862455661	15.9667692038552	15.6302133345125	15.6171062735456
P23246	NA	15.9025927747183	16.0220894633928	16.2782798978126	16.0099329162842	15.8888132033147	15.9224803303612
P23246	NA	18.2836037112839	17.9123848083071	18.3142983178934	17.7469190472807	18.3562303240689	18.2655898202082
P00491	NA	16.5561921476118	17.0057069262031	16.8757512696628	17.4967427119573	17.4664488443883	17.0075672200772
P09429, Q5T7C4	NA	15.8994382197628	18.0610520285655	17.5984213918308	18.1682726515451	18.0667903206794	17.8985740231336
P26583	NA	17.1172589798354	17.3201420281103	17.0918715023105	18.0871805520839	17.7684263836659	17.4460333394645
H0Y3Z3, H7BZ94, P07237	NA	19.3756562564321	19.0553270788105	18.6347469922823	18.1016191750078	19.3817517093655	19.6156333915042
P25398	NA	17.9162915480179	18.3788568016183	18.126031967959	18.6978480561925	18.3168849890576	18.1601216783035
B7ZAR1, E7ENZ3, E9PCA1, P48643	NA	15.6588843427997	15.7704295055492	16.1769658132275	14.694334374206	15.8111555324419	16.2267213017858
Q08211	NA	16.3341352329489	16.3682914320479	16.7451683867859	17.3310039798675	16.3191673505312	16.7888791352924
P02792	NA	19.9877731359545	19.8546909283719	20.0033272120345	19.2029382136134	19.2177796927001	19.5541588876728
P50991	NA	15.7527123842021	16.0039234189175	15.7897016387745	15.1244877994789	16.4924782582941	16.3424196037639
H0Y2Y8, H7C3D3, Q15942	NA	17.3089313018413	17.1857699640161	17.3685244921076	17.4493849836259	17.6115355171909	17.4651638009104
P07900	NA	18.1650995139063	17.8605060225574	18.3629211706479	18.040557707779	18.3769484050923	18.5501648522578
P08238	NA	18.6971234089443	19.0095745549395	18.576904082667	19.2593612661949	14.8136777087579	19.285211823379
A0A087WZM2, D6REQ6, D6RHI9, O00584	NA	16.2076730865343	16.4007735883131	16.4343252617114	17.5229804427798	17.4861069578377	16.7018894838767
A0A087WZM2, D6REQ6, D6RHI9, O00584	NA	16.1279127082527	16.2264804533973	15.2263332744572	15.9225588081473	16.8788697939114	17.3437155090719
P38117	NA	15.8964135436185	16.538007890045	16.3028460756216	16.7576096052673	16.2692296767696	16.5859787526308
Q7KZF4	NA	16.8571158797953	16.7668995603862	16.8300830595068	16.9961952918202	16.7685385253516	16.83973858309
P30740	NA	15.9383429313923	16.1941962488554	15.5358104545711	16.0175020683667	16.2929660767042	16.2035532488566
A0A087WVQ6, Q00610	NA	17.2328731133255	17.6694548890941	17.3990943995547	16.9366508331643	17.8866856570803	16.0307968328723
O00299	NA	17.5515095227922	17.6002141472036	18.3344849859314	19.0630199217393	18.4052143909133	18.2766393258205
O00299	NA	17.6738016744822	17.4265474983383	16.1859905933008	17.3470128372267	17.9172755929841	18.0618220555185
A0A0A6YYJ8, Q9Y383	NA	14.6453706867528	15.8286148653059	15.4831269039169	15.9575551330355	15.9171909180877	16.0601749319345
P30041	NA	17.7434627643347	17.9116294941843	17.3061632625144	17.7074025965181	18.8079111271444	17.1282367554598
G3XAN0, P60866	NA	16.3733537945246	18.3130575582427	16.9510312499343	16.7428148790567	18.136521257412	18.2260651199817
Q9P258	NA	15.080413628671	15.0678896699911	14.6767760973997	15.0274081523765	15.1100367524057	14.8034893645072
P53396	NA	15.44656781772	15.8768772410101	15.373517449818	16.0807236786845	16.0037664267216	16.0611931997684
P62851	NA	18.9665558019478	19.2053626484652	18.9652691712127	19.0388903260406	19.2350187237416	19.0751562270511
P55072	NA	16.8501446320699	16.6397298320184	17.0079309632361	16.5878599220429	17.2041329591063	17.0086164808576
P07195	NA	17.4021783787719	17.2572538910607	18.5390651834138	16.6694784172998	17.4227853963169	18.9554143438419
P51572	NA	17.0604367101734	16.8273718510309	17.3933594970885	16.5256601003836	15.8846934361382	17.1877876144858
O75844	NA	17.5938527224126	16.8984098472979	17.3467268128991	17.3530065781052	17.4723908131826	17.6672815597755
Q9Y3C8	NA	13.1943268342856	14.8261481047216	14.629835009833	15.5833345125866	15.5139762879724	15.0052764960639
H3BPE7, P35637	NA	18.0227643646678	16.6303924188954	17.8903429375533	16.9120238133048	18.2463307685446	18.3471969536222
P26038	NA	16.4735712413872	7.91293297023447	16.0102887440964	14.7125651940755	10.4363862122865	16.9720407572566
P22314	NA	15.9062033590979	15.5877797133469	15.7239423018613	12.8240349621742	15.5425452695169	16.0909578556918
P62424, Q5T8U3	NA	17.8160889841981	18.0718925519167	18.1579679011763	18.2404154470405	18.4319410903615	18.2999591169825
P62241, Q5JR95	NA	17.2934050604245	16.8632964306499	16.9675194463801	17.4722587717977	17.481107829897	17.4931420462453
J3KTE4, J3QR09, P84098	NA	16.6835371354794	16.387469239953	16.6755433053165	16.5295959381836	15.9564902724581	16.9872616413752
P49411	NA	17.8279820261316	17.7506568398682	17.7277770734632	17.9911002749674	18.010594212425	17.4774559239243
Q8WUM4	NA	16.1557617259506	16.0067505630146	16.2002628410779	16.1853925304448	15.9413733522497	16.1758304983985
B1AHD1, P55769	NA	15.9741523880948	16.0555049238389	16.1104772828274	15.925280620661	15.7092353648929	16.1231340952283
Q8TDZ2	NA	16.2879682099387	16.1818300091643	15.9306629479627	16.149015305984	16.8656233565615	16.4571466117061
A0A087WVQ6, Q00610	NA	17.7300368444767	17.8808539556034	18.0141076280371	16.8582466025829	17.9793847704449	17.5152010294208
P78527	NA	16.1432120502361	16.545467176127	16.0079311483553	15.8287255864277	16.2154391385824	16.2049429941693
J3KTA4, P17844	NA	15.5394738920217	15.6670610017611	15.9966927798914	15.682998665497	15.1249078363561	15.7119683398071
A0A140T998, P28062, Q5JNW7, X5D2R7	NA	15.0213675186415	16.2650848224527	15.0689467129571	16.0764546686602	16.0650833436866	14.8144105781892
A0A0A0MSX9, J3KR24, P41252	NA	14.7145158185591	14.6994295133675	14.8802377488202	15.5952341627846	15.2266736774458	14.9348569364347
A0A0C4DG17, C9J9K3, P08865	NA	18.0386143720451	18.6654934703951	18.3420585559962	18.2462002072364	18.3022423401445	18.326741175214
P31948	NA	17.5113659714819	17.3077805244359	17.3352640323339	18.1004970838917	17.5915313613372	17.6050172257693
A0A1W2PQ51, Q92841	NA	16.2831072305041	16.6484032034516	16.2991857864583	16.474376689991	16.7241398660084	16.935588290888
O43776	NA	17.2537522282	16.8048432666443	17.0125500410671	16.8392084348459	17.2691690221048	17.3426586849631
P07954	NA	16.391117273274	16.0664084685055	16.0437144001485	16.2287344013783	16.5478454420691	16.1540462853836
Q9Y490	NA	16.5837479971988	16.4406477330439	16.4980125011432	16.4430397046248	16.7398415944847	16.930368230043
P30101	NA	16.4444816328119	17.1751489075947	16.8384638317832	18.2005003283994	17.5790203194508	16.6296886909349
P26038	NA	15.4143287734571	15.4411394334554	15.404966272486	16.6983141240408	15.8661607540765	15.716121728122
P09382	NA	20.6503303222713	20.6411612713624	20.8346930566817	21.1548854126235	20.9673579561399	20.3578124184962
P09382	NA	17.0481957407275	16.8318014611263	17.2391835139529	15.8768264835562	15.7918867607224	17.2984143848961
P62851	NA	17.0360558880456	17.1739851369825	17.7982722154795	18.2950167344598	16.8690018584055	17.750900342846
Q12906	NA	15.9427250210561	16.324715547252	15.7630065164168	16.1609040133374	16.0647217315062	16.5637728584778
P09382	NA	19.946589504562	20.1540588177544	20.2891415971544	20.6616521641754	20.6699802020383	19.5499864383701
P09382	NA	19.8297266896897	19.9979126324888	20.076742439852	18.5823080671908	19.4639524937705	19.8062974445595
P30041	NA	16.1134816973039	16.3404191864396	16.2490231477267	18.3017296181818	17.552880427209	15.7896452170828
O75475	NA	13.690823504456	14.9492261844508	14.5204430904491	14.7694725684723	16.4450657627234	15.2617339522989
Q99832	NA	16.1884973791789	16.2860057151506	16.4004201033579	17.4923037664124	16.8526034300492	15.5724829691521
Q99832	NA	16.8510473198391	17.1637132903345	17.304784668706	17.7160019429478	17.6011256056181	17.0446814684871
Q92688	NA	15.3016493965343	15.8498086772407	14.9866455145881	16.1123543377714	16.0754825723058	14.8972573668259
Q09666	NA	15.3456607423913	14.8030248040461	15.336522686323	15.0842356668284	15.0922942474211	15.7378684733164
F8VY04, F8W1A4, P54819	NA	18.6013799122028	18.7418990269497	19.1741106308289	18.6493474593783	19.3072432136747	19.005104541445
F8VY04, F8W1A4, P54819	NA	16.1420579819496	15.1204409076956	14.9792136069291	15.4906278459142	15.53055427439	15.3296212739576
P13674	NA	15.5634660050179	15.5640169789207	15.9612414038767	16.1562870408363	16.2373566662739	15.4872539133278
Q07065	NA	15.5450697998177	16.6138397345151	16.0198900524144	15.450560084613	15.6987378538987	16.4630954737243
P22307	NA	17.4386012234201	17.6087188299079	17.4285588650766	16.8587727781899	17.1256236473304	17.719211900533
P35579	NA	18.9564126077228	18.5255402239208	15.6142121727086	18.8051033639467	18.966366392193	18.9035615227035
Q96AG4	NA	16.6334688728453	16.4384002832826	16.4634015063906	17.17949038178	16.8049163414392	16.6441552597531
H0YLE8, P46940	NA	15.4288900624838	15.6296491052348	14.17855919541	16.1339661981434	16.1942419634334	16.0968663366191
P35579	NA	18.1984742985386	18.5746105453117	18.896564790006	18.3091317503095	18.7564558595779	18.6291632841165
P62701	NA	17.9472075013605	17.9267152695053	17.8430193408931	16.4922560202582	17.9702908276853	17.2609332333436
A0A087X054, Q9Y4L1	NA	15.9018365201092	15.8875523900044	15.76141442845	15.4773479148641	16.1381332311073	15.8966741951328
P05204	NA	17.8447142300976	18.4115618616055	19.2999343369745	18.8425460638786	18.7011050104423	19.4529566431821
O60763	NA	13.4589558274555	14.7642097510528	15.2498091977731	15.3267493953039	14.8027301336324	15.388197163964
Q16658	NA	16.7956651905486	16.8042642268848	16.7201464654465	17.2656530388654	17.2456460095389	16.3150497452759
P10809	NA	18.6293439846056	19.5074109246207	19.2817642494795	19.4847884136431	19.2685258852765	19.330866512149
P30101	NA	18.0288496120894	17.9547778945111	18.0498155918609	17.8979958477689	18.0452789462536	18.4324289708204
P62701	NA	18.8569263035552	19.1441167433446	19.0949721381413	18.5846818052542	19.1025079992202	19.426768394538
M0R0K9, Q13263	NA	18.0120230872416	17.6742077244862	17.9628698430577	17.8354949795815	17.8108398502739	18.1183609725952
B8ZZ51, B9A041, P40925	NA	16.3564559673507	15.7082286214005	14.4885843677692	17.3062278072988	15.3907529629427	16.7490045647968
P38117	NA	17.0295582318415	17.400636405468	17.1363294190294	16.9485011741366	16.5981101719107	17.1346669385073
P40939	NA	18.0139680903889	17.8722769674006	18.0677055992582	17.3765933102699	17.497757204074	18.0693087405409
P35579	NA	18.2695526352966	18.663778733744	18.2020590868916	18.8642897742772	18.1655842649538	19.1453233459302
P14625	NA	19.2911044777358	19.2368551549245	18.6283915545825	19.0612216531969	19.4275902267937	19.2298128135504
A0A087WYT3, Q15185	NA	17.692195961429	17.88664095299	17.4822009858736	18.8322370323782	18.3219669433004	17.7668011829003
P13010	NA	14.9212405045849	15.8026188410123	15.1271185058641	17.0878907640898	16.0795565275924	15.2195508098391
P00558	NA	18.9832195386765	19.1718152544226	19.9186875723418	16.0901263039594	18.1887599591136	19.3510060434958
P40926	NA	19.0222044525234	19.5382967774554	19.3537629658135	19.3277863974011	18.7951723456704	19.6768470853336
P62241, Q5JR95	NA	17.5597495282034	17.6197519282669	17.4371948915755	17.28809731501	17.9344959268279	17.7631745923592
P62241, Q5JR95	NA	15.3872892711724	14.9051812898671	15.4752125639601	16.2420314361448	15.4993459788715	15.6403342670425
E5RHW4, O94905	NA	16.9688189495801	17.3152572532639	17.0085445890811	17.0282404797525	17.0127204645368	17.2807797430412
P63000	NA	16.8306778141979	17.2022635710095	16.9099667940583	17.5751644326487	17.2116441969757	17.2833259673312
Q9BSJ8	NA	16.2772686637407	15.3867590006146	15.8874410588684	15.9504860118652	16.1120122153314	16.3169176360031
B3KQV6, E9PH38, P30153	NA	15.4644830406165	13.3531009297338	15.3124770735315	15.1662632200743	15.7340414179672	15.4390317759765
Q16658	NA	18.3393069984501	18.5287375374121	18.6510902775699	18.4805154841662	18.3746674426063	18.2894161967018
P25398	NA	18.8068645529341	17.3667199777424	16.9362368890792	17.3592394046189	17.3558980375507	17.8703284470125
Q14566	NA	16.0466003025168	15.8741991539199	16.1113258759339	16.4458773805744	16.3009771694846	16.0334818712779
P04406	NA	15.90692315801	16.5082560090353	16.5220394059289	18.4050447573314	17.3745017290981	15.6654603878007
P04406	NA	17.9535100791713	17.3983695008757	14.9376321152719	19.2645399365677	19.3193797672089	15.3651994019852
P06576	NA	18.5113498743991	19.7289006003402	19.2482520344605	19.5041766156782	19.4783488851581	18.4030842377184
B5MDF5, F5H018, H0YFC6, J3KQE5, P62826	NA	18.5536861879976	19.0189494480869	19.0762454317692	19.3772068345834	19.2483811626379	19.2039368202939
P36222	NA	17.0032687556306	16.8415224690425	17.1257792997133	17.3260309073102	17.1456701965649	17.1239619739937
P48735	NA	16.2764072223388	16.6212436817938	16.0945598795068	16.5629891665707	16.5137273284022	16.4338716316349
P06576	NA	17.6964997129608	17.4961405951068	17.3760341586265	17.141202063865	17.9811551702964	17.6348296185775
H7C3T4, Q13162	NA	16.0676595627763	16.3214790868756	15.9518651497828	16.9830351665217	15.6563942614346	15.7889092207721
O43707	NA	14.9997348808823	14.8499180491024	13.9811207982368	15.7714449490114	15.7044087602074	15.5521922902649
P08238	NA	19.770517645996	19.3497566019116	19.1659308586459	19.8352480749997	19.534760093868	19.35596596755
P49588	NA	15.7860604063268	16.0208174380781	16.1308729621998	15.9864801138368	16.1404704230244	16.5316820490103
Q96AG4	NA	17.6838110270217	17.2889424261481	17.6513743777982	18.0554110227914	17.7755843409694	17.7159388335692
P07900	NA	18.8134730135333	18.702877760036	19.312725250189	19.0925537621107	18.9342861287795	17.2340720640114
P07305	NA	15.6880768301547	15.5677561205364	16.350309294062	15.8955422249749	15.3069954283062	16.0986850913776
Q15365	NA	18.8383821637159	19.1959367701865	18.6362893483198	18.6322168567668	18.5083699618247	18.8558599222564
P54577	NA	16.2512665150084	16.370893211743	15.7452867117572	15.8598695863846	15.816818189092	16.0035458184055
K7ELL7, P14314	NA	17.9004747974193	17.8762639336599	17.905012430087	17.9481583286881	18.0197750052041	17.588543962042
P17812	NA	16.4214231588584	16.4778147725638	16.5418454315057	16.9026357749756	16.4731652789493	16.58675414349
P11021	NA	18.2625241607234	18.236775445422	18.2794761528805	18.1660261350603	18.1791135596344	17.8690892756207
A0A0A0MSX9, J3KR24, P41252	NA	16.4092632044847	16.326875358254	16.4420444394212	16.7201970678592	16.5133261930144	16.9158684159843
O14773	NA	18.6636960542198	18.7559284446379	18.8414258010679	18.7543958315584	18.6074605787301	18.7928819482375
O75083	NA	16.4816601681284	16.2930980310249	18.1246739262758	17.0984864390691	16.3936624724548	16.5058325823372
P38646	NA	19.1265152024862	18.9010158962126	19.21017996075	18.3112937492873	18.6721441665087	18.9996063395775
Q15084	NA	18.7818689262532	18.8133711806265	18.8287063931184	19.1784294207722	18.9579228241516	18.9598242533335
P30086	NA	15.942035266242	16.198752547747	16.0312409491465	17.6190140319716	16.8973646852455	15.8856747646404
Q9P258	NA	15.1433774815075	15.5179073541362	15.2763765688565	15.9478019468237	16.0041851356378	15.8494944827661
P13667	NA	15.8322782919326	15.6793895009346	15.2566783050564	15.649485334172	15.89946788717	16.0103254384181
P30101	NA	19.3979919488509	19.4182004881491	19.2656910749017	19.2288835614659	19.1074893451328	18.8710547288037
E9PB61, Q86V81	NA	17.078851439536	16.9769352688294	17.1902252402874	17.7101491717416	17.3664058193671	17.2466268375435
P07814	NA	15.5964361998917	16.4857311080733	15.9124585666932	16.3077390699395	16.5883471093193	16.0283543591979
A0A0B4J1R6, P29401	NA	17.4040896310391	17.0120405650445	17.3798244617606	16.916356969745	17.142643920739	17.9689925221167
H0YLE8, P46940	NA	15.7216204568535	15.6422995731449	15.9526909863098	16.6221299696787	16.7207294986419	15.899458005478
P37837	NA	15.7496150427043	15.5994050168513	16.1671528320843	15.585190527709	15.8938735663361	15.9775392676196
P02792	NA	16.6265577357943	16.2737308680737	16.4454634242187	15.7166757489495	15.845850248607	15.9263356595448
I3L0N3, P46459	NA	15.8367398438261	16.0670459971414	16.1150540842192	15.3976930993638	15.8548035813797	15.5877944423289
I3L0N3, P46459	NA	16.4827048490118	16.6453919916774	16.2239280367697	14.8779410202901	16.0641978019629	16.8711240546401
P40939	NA	16.9380577519087	16.8460326479703	16.3059966377046	15.8372896921548	16.4281332778667	16.5492652151503
Q15233	NA	16.6960523250384	16.7846909734626	16.7319978941068	16.6357267073254	16.6182144661215	16.4044709661902
P49588	NA	16.8428994171511	16.6476280329046	16.3199681234238	18.6020250657118	16.5094604092802	16.2381047428413
P09874	NA	14.9941517495494	15.5584342822954	15.4092640134595	15.4206920550895	15.2978926486053	15.3364021934982
P55008, Q5STX8	NA	16.2193527209767	16.2809161988689	16.4128175143673	16.1315623320267	16.0595600621226	15.8331602092114
H3BM89, P36578	NA	17.1214097773181	17.2141467108746	16.4283694565107	17.5881628032852	17.3936417690323	17.8506521804137
P50991	NA	17.2220009678613	17.1536814497288	17.2172202530588	16.921667695806	17.2776543803473	17.2291184912167
P11021	NA	16.2352218572385	16.0820938414734	16.7934572506263	16.7491441621289	16.6559856732105	16.4521568590747
P11021	NA	18.1018514300253	16.9857528249845	17.9651956826154	16.5935617894903	17.9673991315822	18.0737988749291
P38646	NA	17.2849732960869	16.098514439557	15.5959545989655	15.1440468322167	16.1339094266358	17.7496393998012
C9JNW5, C9JXB8, P83731	NA	15.780480550731	15.7669800359902	16.0930791417559	13.5221252552791	15.7259222737485	15.8316475349294
O43707	NA	17.5002375840973	17.6483776704111	17.2630578807383	17.2286844482139	17.3928667396227	17.1050940711916
E5RHG6, E5RIW3, E5RJD8, O75347	NA	16.7169596687417	16.7986092729067	16.7942948375956	17.0839558371103	17.2540683900892	16.9706865566323
P00403	NA	15.1955031371679	14.9458114121842	15.7169402808489	15.4553005841369	15.7691062048105	14.9380424028856
P22307	NA	18.1728420507598	17.9035636275332	17.7662862566021	18.2210699026698	18.0211766396285	18.1697461102289
P40939	NA	17.6291874584092	17.8659609245715	17.6670528367038	19.7604809829435	18.3274157834283	17.6414555908676
P35579	NA	17.3627512479312	16.317664379766	17.3736890628601	17.3434661531407	16.528180772095	17.6655346729042
E7EQU1, E7ES08, E9PES6, O15347	NA	16.5281823464608	16.5785896726056	16.3141282155043	16.6253186456624	16.7245887203977	16.6447507072158
P31939	NA	16.7828862540641	16.4395859754588	16.5258089468352	15.1298211971351	17.1767013983999	16.7864670208701
P78527	NA	14.8466110901425	15.447100818712	15.557525306313	16.065247430342	16.0890222810728	14.9113516007482
P06748	NA	19.5624588612351	19.263153668568	19.1884393858134	18.4130817021385	19.5244144620939	19.0852945162001
P06748	NA	15.4771581128196	15.6648201228138	15.4824660957983	13.9966203221987	14.7465069864559	16.4790275553954
O75348	NA	16.894452430831	17.1617549768746	17.1110231561721	16.5176508795799	16.8131541318938	17.3451086501744
P55072	NA	16.1338003098615	16.1479469639008	16.0074594583447	15.6132532824381	15.7867184645995	16.2527634864819
O75083	NA	16.7698153948304	16.819307491491	16.7984276830662	16.9560020379316	17.1018789479886	17.1356907314774
Q9Y490	NA	16.3929955292808	16.0048325717895	16.0455889557101	15.9874753728861	15.7925157625357	15.7965937298303
P31930	NA	17.0098758231496	16.9518745510544	16.9883602598234	16.7652198170323	17.1313453602225	17.1220529621907
P11021	NA	15.4172064883549	14.3072387538728	15.3199872477194	14.2353058377642	15.4045290870951	15.5034194238321
A8K7Q2, E9PKE3, E9PN89, P11142	NA	19.2976693259464	19.4596419137155	19.1813262462592	19.3589736330126	19.2950354458614	19.3671604345453
A8K7Q2, E9PKE3, E9PN89, P11142	NA	17.3122690241011	17.2816221866116	16.5001662327271	15.3021342504947	18.0777468457894	17.6514004478447
P04083	NA	16.1729263703119	16.3117952731408	16.6472308811433	16.644755301463	16.8430803377485	16.4982816831228
Q8NBJ5	NA	15.3662256889105	15.6021736932908	15.8267148575916	15.2080776581568	14.8176882108996	15.5211412106671
J3QRS3, O14950, P19105	NA	16.6437742253968	16.7720145509319	16.9025957787696	17.1406643943926	17.5680412004382	17.0007637041902
P10809	NA	19.2384888278419	19.2812444488886	19.5008003401457	19.0860520577329	18.8829933256513	19.4233236108045
P31930	NA	15.4494069237019	15.3270421905721	15.4397344395323	17.1031641107962	16.5568421848704	17.1112552972097
P62241, Q5JR95	NA	17.2080644777413	17.6599826468367	17.0891326894818	17.8517940811052	17.6338923530553	17.210143523449
A0A0U1RR32, A0A0U1RRH7, H0YFX9, P0C0S8, P20671, Q16777, Q6FI13, Q96KK5, Q99878, Q9BTM1	NA	22.5254575404017	22.5268210228594	22.4479495723343	22.0505475321947	22.3157658494624	22.4667386055567
P04908, Q7L7L0, Q93077	NA	19.8850924159668	19.6514435234511	19.9313356144681	18.366333003426	19.5463736272248	19.4312620863606
P19338	NA	18.7582806192653	19.0013468389243	18.4974352368503	19.0025380874147	18.7092723413033	18.5899521762088
P22314	NA	17.7651432347927	17.578802356506	16.6536915695872	16.735292160318	17.710407661513	17.5906437941113
O75844	NA	15.5201097612171	14.7135564170579	14.568142453724	16.0956735220564	8.75066286179756	15.4849076846694
P11021	NA	19.278992392007	19.0575044795212	18.9683564096026	19.0971537419019	19.3842456640833	18.5316269328582
Q08211	NA	16.5925548053249	16.4292337113422	16.5655937910394	17.5387974511427	17.2987112884753	16.3291173489864
P26639	NA	17.9268074594557	16.4225398957378	16.5770775898432	18.434763280431	17.0556472888033	17.8302243066824
P24752	NA	16.3936295887733	16.7252681071762	16.764823986059	16.5691848059263	16.364079185029	16.9765256444465
H0Y3Z3, H7BZ94, P07237	NA	19.4804103762839	19.3998251027549	19.3155384416521	18.8932705353596	18.907807428279	18.8619900740052
H0Y3Z3, H7BZ94, P07237	NA	18.9236216697845	19.613236216922	19.1243925320183	18.9470443678464	19.6865484143826	19.1572428215866
P62424, Q5T8U3	NA	18.3528938014648	18.5137249996303	18.3508723067545	18.6672419218835	18.3358420374825	18.4477333557368
A0A0D9SF20, A0A0U1RRM4, A6NLN1, P26599	NA	16.7012716233933	16.4491038202581	16.8539558720787	16.2435517046884	17.1148168473483	16.8080660605224
P06733	NA	20.5948191990325	17.750013876239	20.3357143711174	17.5659041030546	17.726865850846	17.832359023226
P37802, X6RJP6	NA	19.0105287167612	18.4463510023339	16.6318558017553	18.958456420908	19.2254356870363	19.4794845848872
I3L0N3, P46459	NA	16.5894768595698	16.7467290106187	16.6455388444223	17.0850019851552	16.5595646899262	16.8879192295105
A0A1W2PQ51, Q92841	NA	15.7712177037929	16.1468158227814	16.0749025212828	16.1679315117179	15.7013266928332	16.1875902823786
P16401	NA	18.2971245848272	18.6016567881897	17.5184187332909	18.7812694226449	18.4442879015044	18.273370215805
P16401	NA	18.1565352188713	18.0732267098014	19.2733220323261	18.4494675658973	18.1491902037927	18.5771415938287
P11021	NA	15.7648047078963	15.9186914333461	15.6529985305367	15.7795065489499	15.5231996806172	15.9569074792363
Q9BT09	NA	17.5654263221615	17.0593126391106	17.4330845303069	17.6643364720694	17.5026374704368	17.5055895702022
P05023	NA	15.7121001065264	15.9486617673711	15.5028972941632	15.9851400377034	16.0559434169236	16.448897104946
P48735	NA	16.5949708102702	16.5672317505391	16.7020597768229	17.2212461129349	16.6913180883414	16.7336477349105
P35579	NA	15.8068951942028	15.4852383611616	14.9496292552157	15.2397590558986	16.0076695287792	16.6018093885417
P11021	NA	15.3290479395817	14.2441035428866	15.0291099628981	14.3651679691658	14.7441692860999	15.0946362513783
Q15084	NA	17.7545642646567	17.9679761306182	17.3434139510213	18.6342679227043	18.0075292266033	17.806689568266
Q15084	NA	15.7626078988198	15.7772420058019	15.4388122499348	14.9965856326196	15.6110926622765	15.9426228744171
E9PEX6, P09622	NA	16.6055496788385	16.5327670158218	16.4708247142246	15.6241011855077	16.5625653200647	17.0043134277436
Q9Y490	NA	16.8965842651516	17.2229105213623	17.1798349433529	16.4336886697488	16.8565565352134	16.754712019161
P18669	NA	16.4600978296147	16.1723827228856	17.1165660769535	17.1900577286111	16.6212623797901	16.3654911060727
P19338	NA	18.394164956932	17.978696175507	18.1834276553566	13.7915066494633	17.3160834130038	18.86655879757
B4DV51, B5MDF5, F5H018, J3KQE5, P62826	NA	18.422042927685	18.3742450919861	18.0982294129881	19.2845435066117	18.7744783767494	18.3556366385194
P53621	NA	14.4776794438684	15.4939768275071	15.3598877539923	15.6000342658045	15.1637480907961	15.4376877193374
P78527	NA	15.3414443378935	15.8596535499565	15.6760026486078	16.1988748631918	16.0023508390632	15.9413361754298
P22626	NA	19.5213502145056	20.274928734714	19.9456636094116	19.4693784793717	20.0858888126365	20.1341658475472
P20618	NA	15.9599017290352	15.6615953437661	16.0564129285793	16.0952535583754	15.7582646157074	15.7588139313533
P13639	NA	17.0061985147958	14.3495448395374	17.3719185893676	18.6548884567604	16.9216448476466	17.4100660486266
A0A087WVQ6, Q00610	NA	17.7154426136553	17.7911774593042	17.6234663586324	17.6521969151114	17.6459243976099	17.989980454509
P07900	NA	19.1896719401001	19.2924927768714	19.3355378403497	20.0020393916824	19.8090158291069	19.2550043109319
P08238	NA	20.0774632563766	19.799938275037	20.0717242887888	20.1124954931402	20.6457893265343	20.0528680251444
P62328	NA	18.9706084800378	18.0071196024934	16.5325701527831	19.7379166471636	19.5089367051673	18.7112987630197
P62328	NA	18.5034270665763	18.4092312028904	17.2444810330673	17.5555382723513	17.851305103104	18.9118748375439
F8W6I7, H0YH80, P09651	NA	17.8773269844438	17.5169098427059	18.0194186181421	18.2186599357804	17.7647601688222	18.280299197136
